Player,Min,Deflections,off_LB,def_LB,charges,contested_shots,Season
Dennis Schroder,2078,111,35,54,16,407,2017-18
Kyle Lowry,2510,179,40,57,38,407,2017-18
Ekpe Udoh,810,71,12,17,0,405,2017-18
Pat Connaughton,1488,52,25,24,1,404,2017-18
Ish Smith,2043,117,33,61,11,399,2017-18
JR Smith,2244,122,21,45,3,399,2017-18
Kevin Love,1651,78,24,36,11,396,2017-18
Lou Williams,2589,164,42,50,4,396,2017-18
Courtney Lee,2310,148,22,41,2,394,2017-18
Bobby Portis,1643,93,23,26,1,393,2017-18
Ricky Rubio,2254,231,38,77,8,392,2017-18
Zaza Pachulia,972,96,17,18,0,389,2017-18
George Hill,1812,120,27,41,2,387,2017-18
Kyle Korver,1574,54,10,31,4,387,2017-18
OG Anunoby,1481,97,17,27,2,387,2017-18
Jeff Teague,2311,190,27,59,7,384,2017-18
Jerian Grant,1686,109,27,18,3,383,2017-18
Elfrid Payton,1809,143,41,57,0,382,2017-18
Kent Bazemore,1789,186,21,55,1,380,2017-18
Mike Scott,1406,30,21,20,1,379,2017-18
Frank Ntilikina,1706,124,25,29,1,377,2017-18
Garrett Temple,1615,121,15,42,1,376,2017-18
Aaron Gordon,1909,82,30,40,4,375,2017-18
Wayne Ellington,2041,82,28,35,0,374,2017-18
Jimmy Butler,2164,206,43,67,7,370,2017-18
Salah Mejri,729,37,18,15,11,367,2017-18
Marco Belinelli,1947,108,23,35,0,365,2017-18
Gary Harris,2305,203,36,56,4,363,2017-18
James Ennis III,1604,93,19,33,1,363,2017-18
Zach Randolph,1508,69,25,15,0,363,2017-18
Wesley Matthews,2131,123,34,49,4,360,2017-18
Stanley Johnson,1894,148,17,55,0,357,2017-18
Tomas Satoransky,1643,103,26,42,5,350,2017-18
Deyonta Davis,943,46,11,11,0,347,2017-18
Damian Lillard,2670,130,46,76,7,344,2017-18
Reggie Bullock Jr.,1732,74,15,40,2,344,2017-18
Jonathon Simmons,2029,118,26,38,5,342,2017-18
JJ Redick,2116,56,26,22,5,341,2017-18
Trevor Ariza,2269,193,22,47,2,339,2017-18
Dwyane Wade,1536,125,28,30,1,338,2017-18
Eric Moreland,805,61,12,13,13,331,2017-18
Doug McDermott,1768,39,15,26,0,330,2017-18
Eric Gordon,2154,96,22,42,2,329,2017-18
Trevor Booker,1158,51,24,20,3,327,2017-18
JaVale McGee,615,46,11,4,0,326,2017-18
Troy Daniels,1622,71,20,19,2,325,2017-18
Corey Brewer,1209,129,21,46,11,324,2017-18
Terry Rozier,2068,119,30,51,3,324,2017-18
Darren Collison,2018,159,28,51,0,322,2017-18
Semi Ojeleye,1150,40,11,14,7,321,2017-18
Josh Huestis,982,29,10,15,1,320,2017-18
Maurice Harkless,1264,91,14,23,0,320,2017-18
Sindarius Thornwell,1156,78,16,29,4,318,2017-18
Andre Iguodala,1622,92,31,45,1,317,2017-18
Kentavious Caldwell-Pope,2458,173,36,71,6,314,2017-18
Kyrie Irving,1931,119,34,42,6,314,2017-18
Rodney Hood,1616,64,18,24,2,309,2017-18
Shelvin Mack,1365,110,21,32,3,309,2017-18
DeMar DeRozan,2712,140,34,56,2,307,2017-18
Delon Wright,1433,137,20,44,6,304,2017-18
Justin Jackson,1506,39,14,25,0,304,2017-18
Alex Abrines,1134,67,11,28,2,298,2017-18
Austin Rivers,2057,122,21,46,3,295,2017-18
Jonas Jerebko,1134,43,10,14,6,295,2017-18
Luke Kennard,1463,63,17,23,1,293,2017-18
Tyus Jones,1467,159,18,50,7,291,2017-18
Russell Westbrook,2914,266,76,95,5,284,2017-18
Fred VanVleet,1520,127,28,46,6,283,2017-18
T.J. McConnell,1707,176,31,50,1,281,2017-18
Bryn Forbes,1517,40,14,29,0,273,2017-18
Ian Clark,1454,51,16,26,1,273,2017-18
Nick Young,1393,64,14,30,2,273,2017-18
Shabazz Napier,1536,152,24,35,2,271,2017-18
Raymond Felton,1365,91,21,41,2,270,2017-18
Jarrett Jack,1548,65,27,36,2,266,2017-18
Tyler Ulis,1658,140,27,39,3,264,2017-18
Lance Thomas,1353,64,9,20,6,262,2017-18
Lance Stephenson,1850,110,33,34,0,260,2017-18
Patty Mills,2107,107,34,42,3,256,2017-18
Shaun Livingston,1129,56,12,24,0,253,2017-18
Chris Paul,1847,172,39,51,2,249,2017-18
Sam Dekker,883,41,17,20,0,243,2017-18
Royce O'Neale,1150,66,10,33,0,242,2017-18
Isaiah Taylor,1167,53,26,20,2,238,2017-18
Vince Carter,1026,62,13,26,2,230,2017-18
CJ Miles,1337,75,15,22,6,229,2017-18
J.J. Barea,1603,48,20,32,3,223,2017-18
Wes Iwundu,1020,48,9,21,3,220,2017-18
Emmanuel Mudiay,1244,72,21,22,1,219,2017-18
Treveon Graham,1050,51,13,40,6,218,2017-18
D.J. Augustin,1760,68,20,37,8,214,2017-18
Rajon Rondo,1705,132,20,58,2,213,2017-18
Devin Harris,1340,95,24,31,12,203,2017-18
Jodie Meeks,1119,47,11,23,1,201,2017-18
Alec Burks,1059,55,8,28,1,190,2017-18
Terrance Ferguson,763,42,7,18,0,188,2017-18
Mario Chalmers,1421,128,16,45,13,178,2017-18
Norman Powell,1062,77,13,16,1,178,2017-18
Langston Galloway,863,55,16,20,1,171,2017-18
Tim Frazier,838,63,11,26,8,168,2017-18
Cedi Osman,673,52,7,17,0,167,2017-18
Manu Ginobili,1299,127,16,20,15,167,2017-18
DeAndre Liggins,724,65,6,28,8,136,2017-18
Malik Monk,854,41,10,10,1,129,2017-18
Jamal Crawford,1653,74,19,27,1,127,2017-18
Brandon Paul,576,44,5,12,11,117,2017-18
Malik Beasley,583,23,7,18,3,109,2017-18
Robin Lopez,2271,42,0,0,0,1306,2016-17
Rudy Gobert,2744,133,0,0,2,1149,2016-17
Brook Lopez,2222,82,0,0,0,1097,2016-17
Karl-Anthony Towns,3030,94,0,0,0,1094,2016-17
Gorgui Dieng,2653,213,0,0,21,1087,2016-17
Draymond Green,2471,295,0,0,13,1040,2016-17
Kristaps Porzingis,2164,97,0,0,0,1017,2016-17
Anthony Davis,2708,177,0,0,9,1011,2016-17
Steven Adams,2389,152,0,0,0,1004,2016-17
Tristan Thompson,2336,73,0,0,0,978,2016-17
Myles Turner,2541,148,0,0,1,965,2016-17
Serge Ibaka,2422,71,0,0,0,925,2016-17
Marcin Gortat,2556,83,0,0,16,906,2016-17
Al Horford,2193,98,0,0,0,884,2016-17
Paul Millsap,2343,210,0,0,5,875,2016-17
DeMarcus Cousins,2465,242,0,0,25,864,2016-17
Hassan Whiteside,2513,117,0,0,1,858,2016-17
DeAndre Jordan,2570,96,0,0,0,850,2016-17
Michael Kidd-Gilchrist,2349,135,0,0,8,845,2016-17
Nikola Jokic,2038,130,0,0,0,821,2016-17
LaMarcus Aldridge,2335,94,0,0,0,818,2016-17
Alex Len,1560,66,0,0,0,809,2016-17
Mason Plumlee,2148,156,0,0,9,801,2016-17
Jonas Valanciunas,2066,69,0,0,2,799,2016-17
Giannis Antetokounmpo,2845,218,0,0,2,798,2016-17
Andre Roberson,2376,196,0,0,0,785,2016-17
Tobias Harris,2566,128,0,0,0,768,2016-17
Andrew Wiggins,3048,137,0,0,0,759,2016-17
Andre Drummond,2409,231,0,0,2,744,2016-17
Pau Gasol,1627,53,0,0,0,722,2016-17
Marc Gasol,2531,124,0,0,4,721,2016-17
Marvin Williams,2295,126,0,0,2,720,2016-17
Bismack Biyombo,1793,53,0,0,0,713,2016-17
James Johnson,2085,165,0,0,4,705,2016-17
Thaddeus Young,2237,215,0,0,9,705,2016-17
Taj Gibson,1989,72,0,0,2,699,2016-17
Julius Randle,2132,99,0,0,0,698,2016-17
Markieff Morris,2374,160,0,0,3,698,2016-17
CJ McCollum,2796,122,0,0,3,696,2016-17
Harrison Barnes,2804,135,0,0,0,677,2016-17
Nikola Vucevic,2163,143,0,0,0,676,2016-17
Dario Saric,2129,92,0,0,1,675,2016-17
Frank Kaminsky,1954,85,0,0,5,667,2016-17
James Harden,2947,237,0,0,9,666,2016-17
Clint Capela,1551,59,0,0,6,663,2016-17
Paul George,2689,241,0,0,7,640,2016-17
Kelly Olynyk,1538,100,0,0,14,639,2016-17
Justin Hamilton,1177,59,0,0,2,628,2016-17
Dwight Howard,2199,130,0,0,0,625,2016-17
Jon Leuer,1944,60,0,0,1,622,2016-17
Channing Frye,1398,62,0,0,3,618,2016-17
Maurice Harkless,2223,183,0,0,1,614,2016-17
Dewayne Dedmon,1330,75,0,0,1,613,2016-17
Bradley Beal,2684,192,0,0,6,612,2016-17
Otto Porter Jr.,2605,234,0,0,4,611,2016-17
Amir Johnson,1608,105,0,0,5,602,2016-17
Kevin Durant,2070,136,0,0,3,599,2016-17
Al-Farouq Aminu,1773,106,0,0,1,595,2016-17
Rondae Hollis-Jefferson,1761,166,0,0,0,593,2016-17
Kemba Walker,2739,173,0,0,28,584,2016-17
Solomon Hill,2374,181,0,0,1,583,2016-17
Wilson Chandler,2197,103,0,0,0,581,2016-17
Domantas Sabonis,1631,75,0,0,0,580,2016-17
Jusuf Nurkic,1391,126,0,0,0,580,2016-17
Ryan Anderson,2116,63,0,0,14,576,2016-17
JaMychal Green,2101,113,0,0,12,574,2016-17
Nicolas Batum,2617,160,0,0,1,570,2016-17
Nikola Mirotic,1679,103,0,0,3,568,2016-17
Meyers Leonard,1222,47,0,0,3,567,2016-17
Cody Zeller,1725,126,0,0,2,565,2016-17
Marquese Chriss,1743,135,0,0,4,564,2016-17
Kyle O'Quinn,1229,66,0,0,1,561,2016-17
Mike Muscala,1237,56,0,0,3,561,2016-17
Brandon Ingram,2279,94,0,0,2,556,2016-17
Klay Thompson,2649,113,0,0,0,556,2016-17
Elfrid Payton,2412,216,0,0,0,552,2016-17
Kosta Koufos,1419,77,0,0,0,549,2016-17
Greg Monroe,1823,175,0,0,18,548,2016-17
Dwight Powell,1333,115,0,0,2,540,2016-17
Marcus Morris Sr.,2565,114,0,0,6,538,2016-17
Willy Hernangomez,1324,101,0,0,2,538,2016-17
Tyler Johnson,2177,152,0,0,6,537,2016-17
Luc Mbah a Moute,1787,155,0,0,2,532,2016-17
Enes Freedom,1533,71,0,0,0,529,2016-17
Wesley Matthews,2495,190,0,0,14,523,2016-17
Dante Cunningham,1649,81,0,0,0,522,2016-17
David Lee,1477,58,0,0,3,522,2016-17
Bojan Bogdanovic,2083,68,0,0,1,520,2016-17
Marcus Smart,2399,234,0,0,23,517,2016-17
Tarik Black,1091,69,0,0,7,516,2016-17
LeBron James,2795,167,0,0,8,513,2016-17
Jae Crowder,2335,178,0,0,4,512,2016-17
Victor Oladipo,2223,157,0,0,8,512,2016-17
Danny Green,1807,179,0,0,2,510,2016-17
Cory Joseph,2003,115,0,0,4,508,2016-17
Jrue Holiday,2190,214,0,0,3,508,2016-17
Blake Griffin,2076,106,0,0,9,505,2016-17
Danilo Gallinari,2134,72,0,0,8,504,2016-17
Tim Hardaway Jr.,2154,99,0,0,9,503,2016-17
Montrezl Harrell,1064,37,0,0,11,498,2016-17
DeMarre Carroll,1881,175,0,0,3,497,2016-17
Devin Booker,2731,121,0,0,1,496,2016-17
Kawhi Leonard,2475,251,0,0,0,495,2016-17
Aaron Gordon,2298,113,0,0,5,494,2016-17
Patrick Patterson,1599,82,0,0,6,493,2016-17
Tony Snell,2336,139,0,0,2,493,2016-17
Ersan Ilyasova,2142,158,0,0,36,490,2016-17
Zach Randolph,1786,105,0,0,1,488,2016-17
Sam Dekker,1419,79,0,0,1,486,2016-17
Carmelo Anthony,2538,131,0,0,0,485,2016-17
Jeff Teague,2657,214,0,0,13,485,2016-17
Willie Cauley-Stein,1421,105,0,0,1,485,2016-17
Trevor Ariza,2773,251,0,0,8,482,2016-17
Dorian Finney-Smith,1642,90,0,0,0,479,2016-17
Matt Barnes,1776,120,0,0,1,478,2016-17
Kevin Love,1885,94,0,0,7,472,2016-17
Garrett Temple,1728,170,0,0,3,471,2016-17
John Henson,1123,69,0,0,1,471,2016-17
P.J. Tucker,2236,217,0,0,8,471,2016-17
Jordan Clarkson,2397,160,0,0,1,469,2016-17
Nik Stauskas,2188,88,0,0,0,469,2016-17
Robert Covington,2119,283,0,0,3,469,2016-17
Mike Conley,2292,171,0,0,7,467,2016-17
Eric Bledsoe,2176,182,0,0,11,466,2016-17
Trevor Booker,1754,128,0,0,2,466,2016-17
Jerami Grant,1531,77,0,0,5,463,2016-17
Rodney McGruder,1966,100,0,0,0,463,2016-17
Marreese Speights,1286,51,0,0,34,461,2016-17
Damian Lillard,2693,155,0,0,11,460,2016-17
Noah Vonleh,1265,59,0,0,1,460,2016-17
Aron Baynes,1163,32,0,0,13,459,2016-17
Jamal Murray,1765,94,0,0,5,459,2016-17
Jason Smith,1068,42,0,0,2,457,2016-17
Courtney Lee,2459,157,0,0,1,454,2016-17
Evan Turner,1659,105,0,0,1,454,2016-17
Kent Bazemore,1963,197,0,0,7,452,2016-17
Buddy Hield,1888,90,0,0,0,447,2016-17
Goran Dragic,2459,149,0,0,4,447,2016-17
Patrick Beverley,2058,209,0,0,22,445,2016-17
Stephen Curry,2639,261,0,0,8,444,2016-17
Nene,1198,103,0,0,10,443,2016-17
Zaza Pachulia,1268,123,0,0,0,443,2016-17
Isaiah Whitehead,1643,112,0,0,12,440,2016-17
Matthew Dellavedova,1986,90,0,0,5,440,2016-17
Jeff Green,1534,71,0,0,6,439,2016-17
Larry Nance Jr.,1442,169,0,0,0,435,2016-17
Dennis Schroder,2485,130,0,0,13,432,2016-17
John Wall,2836,304,0,0,5,430,2016-17
Tony Allen,1914,234,0,0,0,430,2016-17
E'Twaun Moore,1820,110,0,0,1,425,2016-17
Ish Smith,1955,123,0,0,8,424,2016-17
Justin Holiday,1639,124,0,0,2,422,2016-17
Richard Jefferson,1614,66,0,0,7,422,2016-17
Thabo Sefolosha,1596,176,0,0,1,422,2016-17
Jimmy Butler,2809,273,0,0,7,421,2016-17
Malcolm Brogdon,1982,135,0,0,0,417,2016-17
Raymond Felton,1700,144,0,0,1,416,2016-17
Eric Gordon,2323,93,0,0,3,415,2016-17
Iman Shumpert,1937,144,0,0,0,415,2016-17
Jared Dudley,1362,96,0,0,14,414,2016-17
Gordon Hayward,2516,127,0,0,1,410,2016-17
Kenneth Faried,1296,77,0,0,20,401,2016-17
Terrence Ross,1955,173,0,0,0,401,2016-17
David West,854,88,0,0,1,400,2016-17
Vince Carter,1800,113,0,0,3,396,2016-17
Salah Mejri,905,62,0,0,22,392,2016-17
JaVale McGee,739,26,0,0,0,391,2016-17
CJ Miles,1776,88,0,0,9,389,2016-17
Andre Iguodala,1998,164,0,0,2,386,2016-17
Nemanja Bjelica,1190,81,0,0,2,384,2016-17
Anthony Tolliver,1477,71,0,0,13,378,2016-17
Isaiah Thomas,2569,117,0,0,4,378,2016-17
Kyle Korver,1753,76,0,0,11,376,2016-17
Marco Belinelli,1778,91,0,0,1,376,2016-17
Allen Crabbe,2254,112,0,0,0,374,2016-17
Cristiano Felicio,1040,38,0,0,0,366,2016-17
Kelly Oubre Jr.,1605,196,0,0,6,365,2016-17
Luke Babbitt,1065,41,0,0,0,365,2016-17
Glenn Robinson III,1427,72,0,0,1,363,2016-17
Kyrie Irving,2525,184,0,0,3,363,2016-17
Derrick Rose,2082,88,0,0,4,362,2016-17
Ricky Rubio,2469,287,0,0,9,361,2016-17
Jonas Jerebko,1232,57,0,0,6,359,2016-17
Willie Reed,1031,34,0,0,9,356,2016-17
Andrew Harrison,1474,109,0,0,7,354,2016-17
Kyle Lowry,2244,223,0,0,15,354,2016-17
James Ennis III,1501,95,0,0,2,353,2016-17
Evan Fournier,2234,137,0,0,4,351,2016-17
Jameer Nelson,2045,91,0,0,5,351,2016-17
Joe Ingles,1972,186,0,0,0,351,2016-17
Austin Rivers,2054,110,0,0,2,350,2016-17
Deron Williams,1657,80,0,0,6,349,2016-17
Monta Ellis,1998,163,0,0,8,349,2016-17
Bobby Portis,1001,39,0,0,0,344,2016-17
D'Angelo Russell,1811,164,0,0,1,343,2016-17
Kentavious Caldwell-Pope,2529,173,0,0,5,343,2016-17
Lou Williams,1993,141,0,0,3,341,2016-17
T.J. McConnell,2133,279,0,0,4,341,2016-17
Doug McDermott,1508,30,0,0,0,339,2016-17
Joe Johnson,1843,70,0,0,0,338,2016-17
JJ Redick,2198,108,0,0,6,335,2016-17
T.J. Warren,2048,146,0,0,0,334,2016-17
Gerald Henderson,1667,85,0,0,7,333,2016-17
Will Barton,1705,96,0,0,0,330,2016-17
Trey Lyles,1158,50,0,0,0,328,2016-17
Kris Dunn,1333,171,0,0,0,322,2016-17
Jaylen Brown,1341,78,0,0,0,320,2016-17
Seth Curry,2029,164,0,0,8,319,2016-17
Chris Paul,1921,214,0,0,2,317,2016-17
DeMar DeRozan,2620,138,0,0,3,315,2016-17
Rodney Hood,1593,59,0,0,0,308,2016-17
Corey Brewer,1281,134,0,0,2,307,2016-17
Taurean Prince,981,84,0,0,3,307,2016-17
Boris Diaw,1283,39,0,0,0,306,2016-17
Jeremy Lamb,1143,64,0,0,2,306,2016-17
Mirza Teletovic,1133,29,0,0,2,304,2016-17
Spencer Dinwiddie,1334,87,0,0,1,304,2016-17
Timothe Luwawu-Cabarrot,1190,69,0,0,0,301,2016-17
Jason Terry,1365,86,0,0,0,300,2016-17
Langston Galloway,1494,107,0,0,2,299,2016-17
Darren Collison,2063,138,0,0,2,298,2016-17
Tim Frazier,1525,110,0,0,11,298,2016-17
Arron Afflalo,1580,34,0,0,0,296,2016-17
Russell Westbrook,2802,231,0,0,3,296,2016-17
Dante Exum,1228,52,0,0,2,295,2016-17
Juancho Hernangomez,842,42,0,0,0,294,2016-17
Dwyane Wade,1792,145,0,0,1,293,2016-17
Sean Kilpatrick,1754,85,0,0,6,292,2016-17
Davis Bertans,808,37,0,0,3,291,2016-17
Nick Young,1556,96,0,0,2,291,2016-17
Wayne Ellington,1500,68,0,0,0,284,2016-17
Joffrey Lauvergne,980,35,0,0,9,282,2016-17
Justin Anderson,1227,75,0,0,5,281,2016-17
Al Jefferson,931,41,0,0,9,280,2016-17
Lavoy Allen,871,39,0,0,0,273,2016-17
Stanley Johnson,1371,108,0,0,0,265,2016-17
Norman Powell,1368,107,0,0,0,254,2016-17
Patrick McCaw,1074,82,0,0,0,252,2016-17
Shabazz Muhammad,1516,37,0,0,0,250,2016-17
Shaun Livingston,1345,73,0,0,1,250,2016-17
Jonathon Simmons,1392,90,0,0,8,248,2016-17
Mario Hezonja,960,91,0,0,1,248,2016-17
Rajon Rondo,1843,197,0,0,5,247,2016-17
Alex Abrines,1055,60,0,0,1,244,2016-17
Ty Lawson,1732,129,0,0,1,244,2016-17
D.J. Augustin,1538,57,0,0,9,242,2016-17
Troy Daniels,1183,43,0,0,7,241,2016-17
Wesley Johnson,810,97,0,0,0,241,2016-17
Ben McLemore,1176,77,0,0,3,240,2016-17
Tony Parker,1587,58,0,0,0,235,2016-17
Patty Mills,1754,116,0,0,9,231,2016-17
Randy Foye,1284,61,0,0,3,229,2016-17
Jerian Grant,1028,82,0,0,2,226,2016-17
Kyle Anderson,1020,91,0,0,1,223,2016-17
Cole Aldrich,531,63,0,0,0,222,2016-17
Brandon Jennings,1801,153,0,0,1,216,2016-17
Ian Clark,1137,76,0,0,0,215,2016-17
Jamal Crawford,2157,121,0,0,0,211,2016-17
Aaron Brooks,894,50,0,0,8,202,2016-17
Terry Rozier,1263,85,0,0,0,200,2016-17
Mindaugas Kuzminskas,1016,52,0,0,0,188,2016-17
Sergio Rodriguez,1517,86,0,0,1,184,2016-17
Malcolm Delaney,1248,91,0,0,15,179,2016-17
Semaj Christon,973,64,0,0,0,179,2016-17
C.J. Watson,1013,95,0,0,4,169,2016-17
DeAndre Liggins,777,98,0,0,4,169,2016-17
Manu Ginobili,1291,144,0,0,10,163,2016-17
Devin Harris,1087,82,0,0,12,157,2016-17
Tyler Ulis,1123,93,0,0,2,141,2016-17
Tyus Jones,774,82,0,0,5,121,2016-17
Leandro Barbosa,963,67,0,0,2,80,2016-17
Rudy Gobert,1816,82,19,24,0,842,2017-18
