Rk,Player,WS,G,Season,Age,Team,AS,DRtg,DWS,DBPM,STL,BLK,STL%,BLK%,Pos
1994,Roy Hibbert,2.2,81,2015-16,29,LAL,0,110,1,0.2,0.4,1.4,0.9,4.6,C
1995,Kelly Oubre Jr.,2.2,69,2018-19,23,PHXWAS,0,113,1.3,-0.9,1.2,0.9,2.1,2.5,F
1996,Meyers Leonard,2.2,61,2015-16,23,POR,0,109,1,-0.6,0.1,0.3,0.3,1.1,C-F
1997,Patty Mills,2.2,68,2020-21,32,SAS,0,117,0.8,-1.2,0.6,0,1.2,0.2,G
1998,Rodney Stuckey,2.2,73,2013-14,27,DET,0,113,0.4,-1.7,0.7,0.1,1.4,0.4,G
1999,Aaron Brooks,2.2,72,2013-14,29,DENHOU,0,110,0.9,-0.8,0.7,0.2,1.6,0.6,G
2000,Joe Ingles,2.2,79,2014-15,27,UTA,0,106,1.6,1.1,0.9,0.1,2.3,0.5,F-G
2001,Jordan Hill,2.2,70,2014-15,27,LAL,0,109,1.1,-1.6,0.5,0.7,0.9,2.3,C-F
2002,Mo Williams,2.2,74,2013-14,31,POR,0,110,1.2,-0.8,0.7,0.1,1.5,0.4,G
2003,Gary Harris,2.2,61,2021-22,27,ORL,0,116,1,-0.4,1,0.1,1.6,0.5,G
2004,Dennis Schröder,2.2,80,2015-16,22,ATL,0,103,2.3,-0.4,0.9,0.1,2.1,0.4,G
2005,Kent Bazemore,2.1,73,2016-17,27,ATL,0,106,2.8,1.1,1.2,0.7,2.3,2.3,G-F
2006,Yuta Watanabe,2.1,58,2022-23,28,BKN,0,116,0.9,-0.2,0.4,0.3,1.3,1.6,F
2007,Ian Mahinmi,2.1,61,2014-15,28,IND,0,100,2,1.2,0.5,0.8,1.3,3.1,C
2008,Dante Cunningham,2.1,80,2015-16,28,NOP,0,112,0.7,-0.5,0.5,0.4,1.1,1.4,F
2009,Jalen Johnson,2.1,70,2022-23,21,ATL,0,113,1.3,1.5,0.5,0.5,1.7,2.8,F
2010,Matisse Thybulle,2.1,71,2022-23,25,PHIPOR,0,113,1.5,2.2,1.2,0.5,3.4,2.4,G
2011,Jason Terry,2.1,74,2016-17,39,MIL,0,112,0.9,0.5,0.6,0.3,1.7,1.3,G
2012,Matt Bonner,2.1,72,2014-15,34,SAS,0,107,0.9,-0.2,0.1,0.2,0.5,1,F
2013,Aaron Holiday,2.1,66,2019-20,23,IND,0,110,1.7,0,0.8,0.2,1.7,0.9,G
2014,Jerami Grant,2.1,77,2015-16,21,PHI,0,108,1.6,0.4,0.7,1.6,1.3,4.7,F
2015,Dorian Finney-Smith,2.1,66,2022-23,29,BKNDAL,0,117,1.6,-0.3,0.8,0.5,1.4,1.6,F
2016,Eric Paschall,2.1,60,2019-20,23,GSW,0,117,0.5,-2,0.5,0.2,0.9,0.7,F
2017,Mo Williams,2.1,68,2014-15,32,CHAMIN,0,112,0.6,-2.3,0.7,0.2,1.2,0.6,G
2018,Josh Hart,2.1,67,2018-19,23,LAL,0,110,1.9,1,1,0.6,1.7,1.9,G
2019,Bruce Brown,2.1,58,2019-20,23,DET,0,112,1.4,0.8,1.1,0.5,1.9,1.5,G-F
2020,Andre Roberson,2.1,67,2014-15,23,OKC,0,104,1.6,1.7,0.8,0.4,2.1,1.8,G-F
2021,Solomon Hill,2.1,59,2015-16,24,IND,0,103,1.3,1.2,0.6,0.2,2.1,1,F
2022,Talen Horton-Tucker,2.1,65,2020-21,20,LAL,0,107,2.2,1.5,1,0.3,2.4,1.4,G-F
2023,Steve Blake,2.1,81,2014-15,34,POR,0,107,1.4,0,0.5,0.1,1.4,0.2,G
2024,Marreese Speights,2.1,79,2013-14,26,GSW,0,103,1.5,-0.9,0.1,0.4,0.5,2.6,C-F
2025,Bryn Forbes,2.1,80,2017-18,24,SAS,0,110,1.3,-0.6,0.4,0,0.9,0.1,G
2026,Alperen Sengun,2.1,72,2021-22,19,HOU,0,113,1.3,0.6,0.8,0.9,1.9,4.1,C-F
2027,Richard Jefferson,2.1,79,2016-17,36,CLE,0,113,0.8,-0.6,0.3,0.1,0.8,0.5,F
2028,Sterling Brown,2.1,58,2018-19,23,MIL,0,108,1.4,0.3,0.4,0.1,1.1,0.7,G
2029,Derrick Williams,2.1,74,2014-15,23,SAC,0,112,0.4,-1.6,0.5,0.1,1.2,0.2,F
2030,Trey Burke,2.1,64,2015-16,23,UTA,0,108,1.2,-1.2,0.5,0.1,1.4,0.4,G
2031,Álex Abrines,2.1,68,2016-17,23,OKC,0,110,0.9,-0.4,0.5,0.1,1.7,0.6,G-F
2032,Hamidou Diallo,2.1,58,2021-22,23,DET,0,111,1.5,0.7,1.2,0.3,2.7,1.2,G
2033,Alfonzo McKinnie,2.1,72,2018-19,26,GSW,0,111,0.9,-1.3,0.3,0.2,0.9,1.3,F
2034,Jeremy Lin,2.1,74,2018-19,30,ATLTOR,0,114,0.9,-0.9,0.6,0.2,1.5,0.8,G
2035,Jordan Clarkson,2.1,79,2015-16,23,LAL,0,114,0.4,-1.5,1.1,0.1,1.7,0.2,G
2036,Andrew Wiggins,2.1,82,2014-15,19,MIN,0,114,0,-2,1,0.6,1.5,1.3,F-G
2037,Henry Sims,2.1,73,2014-15,24,PHI,0,105,1.5,-0.7,0.5,0.4,1.4,1.7,C
2038,Andrew Wiggins,2.1,82,2017-18,22,MIN,0,113,1.6,-1.7,1.1,0.6,1.5,1.5,F-G
2039,Cory Joseph,2.1,63,2020-21,29,DETSAC,0,116,0.8,0,1,0.3,2,1.1,G
2040,Obi Toppin,2.1,67,2022-23,24,NYK,0,116,1,-0.8,0.3,0.2,1.1,1.1,F
2041,Dion Waiters,2.1,78,2015-16,24,OKC,0,108,1.8,-0.4,1,0.2,1.9,0.5,G
2042,Leandro Barbosa,2.1,68,2015-16,33,GSW,0,106,1.2,-0.1,0.6,0.1,2,0.7,G
2043,Matthew Dellavedova,2.1,72,2013-14,23,CLE,0,111,0.7,-0.2,0.5,0.1,1.3,0.3,G
2044,Channing Frye,2.1,75,2014-15,31,ORL,0,108,1.4,-0.1,0.6,0.5,1.3,1.7,C-F
2045,Trendon Watford,2.1,62,2022-23,22,POR,0,119,0.7,-0.4,0.5,0.2,1.3,0.9,F
2046,Justin Holiday,2.1,82,2018-19,29,CHIMEM,0,111,2.5,0.5,1.5,0.4,2.3,1.2,F
2047,Chimezie Metu,2.1,66,2022-23,25,SAC,0,113,0.8,0.2,0.3,0.3,1.5,2.7,F-C
2048,Jonas Jerebko,2.1,78,2016-17,29,BOS,0,109,1.3,0,0.3,0.2,1,1.1,F
2049,Rudy Gay,2.1,67,2019-20,33,SAS,0,113,1.1,-0.9,0.5,0.5,1.1,2,F
2050,Justin Hamilton,2.1,64,2016-17,26,BKN,0,110,1,-0.3,0.5,0.7,1.2,2.8,C
2051,Evan Fournier,2.1,58,2014-15,22,ORL,0,111,0.6,-1.3,0.7,0,1.2,0.1,G-F
2052,Gerald Henderson,2,72,2016-17,29,PHI,0,112,1,-0.9,0.6,0.2,1.2,0.7,G
2053,Kelly Oubre Jr.,2,79,2016-17,21,WAS,0,110,1.5,0,0.7,0.2,1.8,0.9,F
2054,Shaun Livingston,2,64,2018-19,33,GSW,0,112,0.9,0.7,0.5,0.4,1.5,2.3,G
2055,Rodney Stuckey,2,58,2015-16,29,IND,0,105,1.5,0.4,0.7,0.1,1.7,0.5,G
2056,Gerald Henderson,2,72,2015-16,28,POR,0,109,1,-0.7,0.5,0.3,1.4,1,G
2057,Torrey Craig,2,58,2019-20,29,DEN,0,112,0.9,-0.3,0.4,0.6,1.1,3.1,G-F
2058,Juan Toscano-Anderson,2,73,2021-22,28,GSW,0,106,1.8,2.4,0.7,0.2,2.4,1.6,F
2059,Dean Wade,2,63,2020-21,24,CLE,0,115,0.9,-0.1,0.6,0.3,1.4,1.5,F
2060,Marcus Morris Sr,2,65,2022-23,33,LAC,0,116,1.6,-0.2,0.6,0.3,1.1,1,F
2061,Kyle Singler,2,80,2014-15,26,DETOKC,0,109,1.2,0,0.6,0.3,1.4,1,F
2062,Jodie Meeks,2,77,2017-18,30,WAS,0,112,0.8,-0.8,0.4,0.1,1.3,0.3,G
2063,Evan Turner,2,73,2018-19,30,POR,0,111,1.5,0.5,0.5,0.2,1,0.9,G
2064,Kendrick Nunn,2,67,2019-20,24,MIA,0,112,1.6,-1.3,0.8,0.2,1.4,0.8,G
2065,Glen Davis,2,68,2013-14,28,LACORL,0,106,1.8,-0.3,0.9,0.4,1.8,1.4,F-C
2066,Iman Shumpert,2,76,2016-17,26,CLE,0,112,1.4,0.1,0.8,0.4,1.6,1.1,G
2067,Kyle Kuzma,2,66,2021-22,26,WAS,0,113,2,-0.4,0.6,0.9,0.9,2.2,F
2068,Thon Maker,2,64,2018-19,21,DETMIL,0,106,1.5,1,0.3,0.8,1,4.4,F-C
2069,Marcus Thornton,2,72,2013-14,26,BKNSAC,0,110,1,-1.1,0.8,0.2,1.7,0.5,G
2070,Kyle Kuzma,2,61,2019-20,24,LAL,0,109,1.9,-1,0.5,0.4,0.9,1.5,F
2071,Robert Covington,2,67,2015-16,25,PHI,0,106,2.1,0.1,1.6,0.6,2.7,1.6,F-C
2072,Facundo Campazzo,2,65,2021-22,30,DEN,0,111,1.3,1.3,1,0.4,2.6,1.8,G
2073,Hollis Thompson,2,77,2013-14,22,PHI,0,112,0.6,-1,0.7,0.2,1.5,0.5,G-F
2074,Brandon Rush,2,72,2015-16,30,GSW,0,106,1.2,-0.2,0.3,0.3,0.9,1.6,G-F
2075,Aaron Nesmith,2,73,2022-23,23,IND,0,119,1.1,-0.7,0.8,0.5,1.4,1.6,G-F
2076,Jonathon Simmons,2,78,2016-17,27,SAS,0,105,2.1,1.1,0.6,0.3,1.7,1.5,G-F
2077,Jusuf Nurkić,2,65,2016-17,22,DENPOR,0,107,1.8,0.5,0.8,1.1,1.8,4.2,C
2078,OG Anunoby,2,67,2018-19,21,TOR,0,109,1.7,0.1,0.7,0.3,1.6,1.3,F
2079,Devin Booker,2,78,2016-17,20,PHX,0,116,0.6,-2.3,0.9,0.3,1.3,0.6,G
2080,P.J. Washington,2,58,2019-20,21,CHA,0,112,1.5,0.1,0.9,0.8,1.5,2.3,F
2081,Iman Shumpert,2,74,2013-14,23,NYK,0,108,1.6,0.4,1.2,0.2,2.5,0.6,G
2082,Matt Barnes,2,74,2016-17,36,GSWSAC,0,109,1.7,0.3,0.6,0.4,1.3,1.3,F
2083,Eric Paschall,2,58,2021-22,25,UTA,0,115,0.5,-1,0.2,0.1,0.6,0.6,F
2084,Donald Sloan,2,61,2015-16,28,BKN,0,113,0.3,-1.4,0.5,0.1,1.2,0.2,G
2085,Ante Žižić,2,59,2018-19,22,CLE,0,117,0.3,-2.1,0.2,0.4,0.6,1.8,F-C
2086,Tim Frazier,2,59,2018-19,28,MILNOP,0,114,0.7,-0.4,0.5,0.1,1.2,0.4,G
2087,Taurean Prince,2,82,2017-18,23,ATL,0,111,2,-0.6,1,0.5,1.7,1.5,F
2088,Shelvin Mack,1.9,69,2017-18,27,ORL,0,111,1,-0.2,0.8,0.1,1.9,0.5,G
2089,Russell Westbrook,1.9,73,2022-23,34,LACLAL,0,113,2.6,-0.1,1,0.5,1.7,1.3,G
2090,Christian Braun,1.9,76,2022-23,21,DEN,0,115,1.2,0.1,0.5,0.2,1.7,1.3,G
2091,Raymond Felton,1.9,80,2016-17,32,LAC,0,109,1.8,0.7,0.8,0.3,1.9,1.1,G
2092,Nemanja Bjelica,1.9,60,2015-16,27,MIN,0,110,0.6,0.2,0.4,0.4,1.2,1.6,F
2093,Gerald Green,1.9,74,2014-15,29,PHX,0,108,1,-1.5,0.6,0.2,1.4,0.6,G-F
2094,Yogi Ferrell,1.9,71,2018-19,25,SAC,0,114,0.6,-0.4,0.5,0.1,1.6,0.3,G
2095,Vince Carter,1.9,76,2018-19,42,ATL,0,115,0.7,-0.3,0.6,0.4,1.5,1.8,G-F
2096,T.J. McConnell,1.9,81,2015-16,23,PHI,0,108,1.4,0.3,1.2,0.1,2.9,0.5,G
2097,Austin Rivers,1.9,67,2015-16,23,LAC,0,107,1.3,-0.5,0.7,0.1,1.6,0.5,G
2098,Cameron Payne,1.9,58,2021-22,27,PHX,0,109,1.8,0.4,0.7,0.3,1.5,1.2,G
2099,Tyrese Maxey,1.9,61,2020-21,20,PHI,0,111,1.1,-0.5,0.4,0.2,1.3,1.2,G
2100,Robin Lopez,1.9,64,2017-18,29,CHI,0,114,0.7,-1.3,0.2,0.8,0.4,2.8,C
2101,Thaddeus Young,1.9,64,2019-20,31,CHI,0,108,2.1,0.2,1.4,0.4,2.8,1.4,F
2102,Matthew Dellavedova,1.9,67,2014-15,24,CLE,0,111,0.5,-0.8,0.4,0,0.9,0.1,G
2103,James Ennis III,1.9,62,2014-15,24,MIA,0,108,0.8,-0.5,0.4,0.3,1.3,1.4,F
2104,Joey Dorsey,1.9,69,2014-15,31,HOU,0,100,1.5,0.7,0.6,0.4,2.3,2.3,F
2105,Alonzo Gee,1.9,73,2015-16,28,NOP,0,110,0.9,0.6,0.9,0.2,1.9,0.7,G
2106,Jamal Crawford,1.9,82,2016-17,36,LAC,0,112,1.4,-1.3,0.7,0.2,1.4,0.5,G
2107,Rodney McGruder,1.9,66,2018-19,27,MIA,0,111,1.6,-0.1,0.5,0.2,1.1,0.7,G
2108,Wesley Johnson,1.9,79,2013-14,26,LAL,0,110,1.5,0.5,1.1,1,1.9,2.5,F-G
2109,Patrick Patterson,1.9,59,2019-20,30,LAC,0,111,0.8,-0.5,0.1,0.1,0.4,0.3,F
2110,Trey Burke,1.9,58,2018-19,26,DALNYK,0,116,0.5,-1.4,0.6,0.1,1.4,0.5,G
2111,Justin Anderson,1.9,75,2016-17,23,DALPHI,0,108,1.3,-0.4,0.5,0.3,1.7,1.6,G
2112,Ish Smith,1.9,68,2019-20,31,WAS,0,117,0.6,-1,0.9,0.4,1.5,1.5,G
2113,Shawne Williams,1.9,63,2014-15,28,DETMIA,0,108,0.8,-0.6,0.4,0.3,1.2,1.6,F
2114,Devin Booker,1.9,76,2015-16,19,PHX,0,112,0.7,-1.7,0.6,0.3,1,0.8,G
2115,Gerald Green,1.9,73,2018-19,33,HOU,0,113,1,-1.5,0.5,0.4,1.1,1.6,G-F
2116,Al-Farouq Aminu,1.9,61,2016-17,26,POR,0,108,2,0.4,1,0.7,1.7,2,F
2117,Jabari Smith Jr.,1.9,79,2022-23,19,HOU,0,119,1.4,-1.3,0.5,0.9,0.9,3,F
2118,Jonathon Simmons,1.9,69,2017-18,28,ORL,0,113,1.1,-1.3,0.8,0.2,1.4,0.6,G-F
2119,Danny Green,1.9,62,2021-22,34,PHI,0,111,1.6,0.8,1,0.6,2.2,2.5,G-F
2120,Dante Cunningham,1.9,64,2018-19,31,SAS,0,111,0.9,0.6,0.4,0.2,1.4,1.2,F
2121,Anthony Morrow,1.9,68,2015-16,30,OKC,0,110,0.5,-1,0.3,0.1,1.2,0.4,G
2122,Lamar Stevens,1.9,62,2022-23,25,CLE,0,111,1.6,0.2,0.4,0.3,1.2,1.6,F
2123,Dorell Wright,1.9,68,2013-14,28,POR,0,107,1,0.5,0.3,0.2,1.2,1.1,F-G
2124,Trey Murphy III,1.9,62,2021-22,21,NOP,0,115,0.6,-1.4,0.4,0.1,1.3,0.8,F
2125,Buddy Hield,1.9,81,2021-22,29,INDSAC,0,117,1.1,-1.7,0.9,0.3,1.4,0.9,G-F
2126,James Anderson,1.9,80,2013-14,24,PHI,0,112,0.9,-1,0.9,0.4,1.6,1,G-F
2127,Wes Iwundu,1.9,68,2018-19,24,ORL,0,110,1.4,0.6,0.4,0.3,1.1,1.5,F
2128,Alec Burks,1.9,64,2017-18,26,UTA,0,105,1.6,0.4,0.6,0.1,1.8,0.6,G
2129,Bismack Biyombo,1.9,61,2022-23,30,PHX,0,108,1.6,2.5,0.3,1.4,1,9,C-F
2130,Bobby Portis,1.9,66,2019-20,24,NYK,0,113,1,-1.1,0.5,0.3,1.1,1.2,F
2131,Semi Ojeleye,1.9,69,2019-20,25,BOS,0,111,1,0.4,0.3,0.1,1,0.5,F
2132,Tim Hardaway Jr.,1.8,65,2018-19,26,DALNYK,0,116,0.9,-2,0.8,0.1,1.3,0.3,G
2133,E'Twaun Moore,1.8,59,2015-16,26,CHI,0,109,1,0,0.6,0.3,1.5,1,G-F
2134,Jalen Green,1.8,76,2022-23,20,HOU,0,122,0.5,-2.6,0.8,0.2,1.1,0.7,G
2135,Usman Garuba,1.8,75,2022-23,20,HOU,0,115,0.9,0.6,0.6,0.4,2.2,2.9,F
2136,Noah Vonleh,1.8,74,2016-17,21,POR,0,110,1.2,-0.9,0.4,0.4,1.2,1.7,F-C
2137,Landry Shamet,1.8,61,2020-21,23,BKN,0,118,0.6,-1.5,0.5,0.2,1.1,0.6,G
2138,Kentavious Caldwell-Pope,1.8,80,2013-14,20,DET,0,111,0.8,0.5,0.9,0.2,2.4,0.6,G
2139,Jevon Carter,1.8,58,2019-20,24,PHX,0,111,1,1.3,0.8,0.3,2.4,1.6,G
2140,Jeff Withey,1.8,58,2013-14,23,NOP,0,108,0.6,0.7,0.3,0.9,1.1,6.1,C
2141,Rui Hachimura,1.8,63,2022-23,24,LALWAS,0,116,1.3,-1,0.3,0.4,0.6,1.5,F
2142,J.J. Hickson,1.8,73,2014-15,26,DEN,0,106,1.4,-1.1,0.5,0.5,1.3,1.9,F-C
2143,Stanley Johnson,1.8,69,2017-18,21,DET,0,107,2.4,1.1,1.4,0.2,2.5,0.7,F
2144,Juancho Hernangómez,1.8,62,2016-17,21,DEN,0,112,0.6,-0.2,0.5,0.2,1.7,1.1,F
2145,Kent Bazemore,1.8,67,2020-21,31,GSW,0,108,2.1,1.7,1,0.5,2.4,2.2,G-F
2146,Shaun Livingston,1.8,71,2017-18,32,GSW,0,110,0.9,-0.4,0.5,0.3,1.5,1.5,G
2147,Marquese Chriss,1.8,82,2016-17,19,PHX,0,110,1.5,-0.1,0.8,0.9,1.8,3.2,F
2148,CJ McCollum,1.8,62,2014-15,23,POR,0,105,1.1,0.8,0.7,0.1,2.3,0.6,G
2149,Jordan Clarkson,1.8,81,2018-19,26,CLE,0,119,-0.1,-2.6,0.7,0.2,1.3,0.5,G
2150,Quinn Cook,1.8,74,2018-19,25,GSW,0,113,0.8,-1.6,0.3,0,0.9,0.2,G
2151,Jared Dudley,1.8,64,2016-17,31,PHX,0,113,0.7,0.1,0.7,0.3,1.5,0.9,F-G
2152,Raul Neto,1.8,81,2015-16,23,UTA,0,106,1.6,0.3,0.8,0,2.2,0.1,G
2153,Cory Joseph,1.8,62,2022-23,31,DET,0,122,0.3,-0.8,0.5,0.1,1.3,0.6,G
2154,Luke Babbitt,1.8,68,2016-17,27,MIA,0,109,1,-0.1,0.3,0.2,0.9,0.8,F
2155,Anfernee Simons,1.8,64,2020-21,21,POR,0,119,0.3,-1.6,0.3,0.1,0.8,0.6,G
2156,Jose Alvarado,1.8,61,2022-23,24,NOP,0,113,1.7,0.7,1.1,0.2,2.5,0.7,G
2157,Jared Dudley,1.8,59,2018-19,33,BKN,0,111,1.2,1.1,0.6,0.3,1.4,1,F-G
2158,Lance Stephenson,1.8,82,2017-18,27,IND,0,108,2,-0.3,0.6,0.2,1.2,0.8,G-F
2159,Georges Niang,1.8,66,2019-20,26,UTA,0,112,0.8,-0.5,0.3,0.1,0.9,0.4,F
2160,Nicolò Melli,1.8,60,2019-20,29,NOP,0,112,0.9,0.2,0.6,0.4,1.5,1.8,F
2161,Avery Bradley,1.8,60,2013-14,23,BOS,0,109,1.4,-0.8,1.1,0.2,1.7,0.5,G
2162,Darius Bazley,1.8,69,2021-22,21,OKC,0,111,2.2,0.3,0.8,1,1.5,3.4,F
2163,Isaac Bonga,1.8,66,2019-20,20,WAS,0,116,0.6,-0.1,0.7,0.3,1.7,1.5,G
2164,Brian Roberts,1.8,72,2014-15,29,CHA,0,107,1.2,-0.2,0.5,0.1,1.3,0.4,G
2165,Jason Smith,1.8,76,2015-16,29,ORL,0,105,1.4,0.3,0.4,0.9,1.4,4.6,F-C
2166,Matt Bonner,1.8,61,2013-14,33,SAS,0,103,1,1.1,0.2,0.2,1.1,1.2,F
2167,Marreese Speights,1.8,72,2015-16,28,GSW,0,103,1.2,-1.5,0.3,0.5,1.1,3,C-F
2168,Vince Carter,1.8,60,2015-16,39,MEM,0,108,0.8,-0.6,0.6,0.3,1.9,1.5,G-F
2169,Seth Curry,1.8,61,2022-23,32,BKN,0,117,0.9,-0.9,0.6,0.1,1.5,0.5,G
2170,Josh Richardson,1.8,65,2022-23,29,NOPSAS,0,118,1.1,-0.1,1.1,0.3,2.2,1.2,G
2171,Treveon Graham,1.8,63,2017-18,24,CHA,0,112,0.7,0.1,0.5,0,1.5,0.2,G
2172,Bennedict Mathurin,1.8,78,2022-23,20,IND,0,121,0.8,-2.5,0.6,0.2,1,0.5,G-F
2173,De'Anthony Melton,1.7,60,2019-20,21,MEM,0,107,1.7,2,1.3,0.3,3.1,1.5,G
2174,Alan Anderson,1.7,78,2013-14,31,BKN,0,111,0.9,-1,0.6,0.1,1.4,0.5,G-F
2175,Jordan Clarkson,1.7,61,2022-23,30,UTA,0,120,0.8,-2.4,0.5,0.2,0.8,0.6,G
2176,Dewayne Dedmon,1.7,59,2014-15,25,ORL,0,104,1,-0.2,0.3,0.8,1,4.8,C
2177,E'Twaun Moore,1.7,79,2013-14,24,ORL,0,109,1.1,0.3,0.8,0.2,2,0.7,G-F
2178,Brandon Jennings,1.7,81,2016-17,27,NYKWAS,0,113,1,-1.2,0.9,0,1.9,0.2,G
2179,Andre Iguodala,1.7,63,2020-21,37,MIA,0,110,1.8,1.8,0.9,0.6,2.1,2.7,F-G
2180,Vlatko Čančar,1.7,60,2022-23,25,DEN,0,116,0.8,-0.1,0.4,0.2,1.2,1.4,F
2181,Shane Larkin,1.7,76,2014-15,22,NYK,0,110,0.9,0.2,1.2,0.1,2.6,0.4,G
2182,Christian Koloko,1.7,58,2022-23,22,TOR,0,113,1,0.8,0.4,1,1.3,6.9,C
2183,Wesley Matthews,1.7,58,2020-21,34,LAL,0,110,1.5,1.4,0.7,0.3,1.6,1.3,G
2184,Terry Rozier,1.7,63,2022-23,28,CHA,0,117,1.6,-1.1,1.2,0.3,1.6,0.6,G
2185,Nick Young,1.7,80,2017-18,32,GSW,0,112,0.9,-1.9,0.5,0.1,1.3,0.4,G-F
2186,Wesley Johnson,1.7,76,2014-15,27,LAL,0,112,0.7,-0.8,0.8,0.6,1.3,1.6,F-G
2187,Justin Holiday,1.7,72,2017-18,28,CHI,0,111,1.6,-0.3,1.1,0.4,1.7,1.2,F
2188,Patrick McCaw,1.7,71,2016-17,21,GSW,0,108,1.2,0.1,0.5,0.2,1.4,1.1,G
2189,Ömer Aşık,1.7,68,2015-16,29,NOP,0,108,1,-1,0.3,0.3,0.9,1.6,C
2190,Marcus Thornton,1.7,61,2015-16,28,HOUWAS,0,110,0.7,-1.4,0.8,0.1,2.1,0.3,G
2191,Gerald Green,1.7,69,2015-16,30,MIA,0,107,1.4,-0.9,0.6,0.3,1.3,0.9,G-F
2192,Ish Wainright,1.7,60,2022-23,28,PHX,0,113,1.2,1.5,0.6,0.4,2,2.2,F
2193,Gary Trent Jr.,1.7,58,2020-21,22,PORTOR,0,118,0.7,-1.7,1,0.2,1.5,0.5,G
2194,Lance Thomas,1.7,59,2015-16,27,NYK,0,112,0.5,-1.5,0.4,0.1,0.9,0.4,F
2195,Quincy Acy,1.7,68,2014-15,24,NYK,0,109,0.7,-1,0.4,0.3,1.1,1.4,F-C
2196,Wesley Johnson,1.7,74,2017-18,30,LAC,0,107,1.7,1.7,1,0.8,2.5,3.5,F-G
2197,Kevin Séraphin,1.7,79,2014-15,25,WAS,0,103,1.7,0.3,0.1,0.7,0.4,3.8,F
2198,Tyler Zeller,1.7,60,2015-16,26,BOS,0,105,0.9,-1.2,0.2,0.4,0.7,2.4,F-C
2199,Lavoy Allen,1.7,61,2016-17,27,IND,0,110,0.8,-0.2,0.3,0.4,1,2.4,F-C
2200,James Johnson,1.7,62,2021-22,34,BKN,0,113,1.1,0.6,0.5,0.5,1.2,2.6,F
2201,Rashard Lewis,1.7,60,2013-14,34,MIA,0,106,1.1,1,0.9,0.1,2.9,0.7,F
2202,John Salmons,1.7,78,2013-14,34,SACTOR,0,108,1.4,0.5,0.6,0.2,1.4,0.9,G
2203,Russell Westbrook,1.7,78,2021-22,33,LAL,0,114,2.3,-0.9,1,0.3,1.3,0.7,G
2204,Jerian Grant,1.7,60,2018-19,26,ORL,0,109,1.1,1.3,0.7,0.1,2.3,0.5,G
2205,Rudy Gay,1.7,63,2020-21,34,SAS,0,111,1.7,0,0.7,0.6,1.6,2.5,F
2206,Lou Williams,1.7,66,2020-21,34,ATLLAC,0,114,1.2,-1.5,0.7,0.1,1.6,0.4,G
2207,Darius Miller,1.6,69,2018-19,28,NOP,0,116,0.6,-0.8,0.6,0.3,1.1,1.1,F
2208,Terrence Ross,1.6,63,2022-23,31,ORLPHX,0,116,1.2,-0.3,0.6,0.2,1.3,0.7,F-G
2209,Julius Randle,1.6,81,2015-16,21,LAL,0,108,1.9,-1.3,0.7,0.4,1.2,1,F-C
2210,Lamar Stevens,1.6,63,2021-22,24,CLE,0,110,1.2,0.3,0.5,0.3,1.5,1.6,F
2211,Kyle O'Quinn,1.6,65,2015-16,25,NYK,0,102,1.2,1.4,0.3,0.8,1.3,4.9,F-C
2212,Thomas Robinson,1.6,70,2013-14,22,POR,0,104,1.2,-0.6,0.3,0.3,1.3,1.6,F
2213,Tony Snell,1.6,77,2013-14,22,CHI,0,104,1.7,0.5,0.4,0.2,1.3,0.9,G-F
2214,Dante Cunningham,1.6,66,2014-15,27,NOP,0,108,1.2,0.4,0.7,0.6,1.5,1.7,F
2215,Cole Anthony,1.6,65,2021-22,21,ORL,0,114,1.7,-0.6,0.7,0.3,1.1,0.8,G
2216,Markieff Morris,1.6,58,2018-19,29,OKCWAS,0,112,1.1,-0.6,0.6,0.4,1.3,1.5,F
2217,T.J. Leaf,1.6,58,2018-19,21,IND,0,107,0.7,-0.6,0.2,0.3,0.8,3.2,F
2218,Miles Bridges,1.6,65,2019-20,21,CHA,0,114,1.3,-1,0.6,0.7,1,2.2,G-F
2219,Rodions Kurucs,1.6,63,2018-19,20,BKN,0,109,1.5,0.3,0.7,0.4,1.5,1.5,F
2220,Mike Muscala,1.6,60,2015-16,24,ATL,0,102,0.9,1.2,0.2,0.5,1.1,3.8,F-C
2221,Keita Bates-Diop,1.6,59,2021-22,26,SAS,0,112,1,-0.5,0.5,0.2,1.4,1.2,F
2222,Luke Babbitt,1.6,63,2014-15,25,NOP,0,110,0.5,-0.3,0.3,0.2,1.1,1,F
2223,Cedi Osman,1.6,65,2019-20,24,CLE,0,117,0.6,-0.9,0.8,0.2,1.4,0.7,F
2224,Dion Waiters,1.6,70,2013-14,22,CLE,0,110,1.3,-1.2,0.9,0.2,1.6,0.7,G
2225,Jusuf Nurkić,1.6,62,2014-15,20,DEN,0,101,1.8,0.9,0.8,1.1,2.4,4.8,C
2226,Jordan Bell,1.6,68,2018-19,24,GSW,0,108,1.1,1.3,0.3,0.8,1.2,5.4,F
2227,Kent Bazemore,1.6,75,2014-15,25,ATL,0,102,1.9,1.1,0.7,0.4,2,2.1,G-F
2228,Andrew Harrison,1.6,72,2016-17,22,MEM,0,109,1.5,0.6,0.7,0.3,1.9,1.4,G
2229,Rajon Rondo,1.6,68,2014-15,28,BOSDAL,0,105,2.3,0.3,1.3,0.1,2.3,0.3,G
2230,Markieff Morris,1.6,61,2020-21,31,LAL,0,108,1.8,0.3,0.4,0.3,0.9,1.4,F
