Player,Team,Age,Position,GP,DFGM,DFGA,DFG_PCT,FG_PCT,Season
E'Twaun Moore,ORL,25,G,79,200,458,43.7,43.6,2013-14
David Lee,GSW,31,F,68,386,882,43.8,47.3,2013-14
Carmelo Anthony,NYK,30,F,77,364,831,43.8,45,2013-14
Wesley Matthews,POR,27,G,82,355,810,43.8,44.5,2013-14
Andrew Bogut,GSW,29,C,66,329,752,43.8,47.9,2013-14
DeMar DeRozan,TOR,24,G,78,303,691,43.8,44.6,2013-14
Tyler Zeller,CLE,24,C-F,69,194,443,43.8,46.2,2013-14
P.J. Tucker,PHX,29,F-G,81,301,685,43.9,45.2,2013-14
Chris Andersen,MIA,35,F-C,72,244,556,43.9,46.8,2013-14
Manu Ginobili,SAS,36,G,67,172,392,43.9,44.1,2013-14
Damian Lillard,POR,23,G,82,398,905,44,44.2,2013-14
Mike Conley,MEM,26,G,73,336,764,44,44.2,2013-14
Darren Collison,LAC,26,G,80,305,693,44,43.7,2013-14
Ish Smith,PHX,25,G,66,153,348,44,42.7,2013-14
Quincy Acy,SAC,23,F,61,150,341,44,46.5,2013-14
Mario Chalmers,MIA,28,G,73,278,631,44.1,43.9,2013-14
Anthony Tolliver,CHA,29,F,61,186,422,44.1,45.6,2013-14
Cody Zeller,CHA,21,C-F,80,236,533,44.3,45.9,2013-14
Serge Ibaka,OKC,24,F-C,81,564,1270,44.4,47.1,2013-14
Martell Webster,WAS,27,F-G,77,264,594,44.4,44,2013-14
Mirza Teletovic,BKN,28,F,68,252,568,44.4,44.9,2013-14
Jeremy Lamb,OKC,22,G,75,227,511,44.4,43.4,2013-14
Shelvin Mack,ATL,24,G,71,224,504,44.4,43.5,2013-14
Nick Young,LAL,29,F-G,64,223,502,44.4,44.7,2013-14
Nick Collison,OKC,33,F-C,80,210,473,44.4,46.7,2013-14
Austin Rivers,NOP,21,G,66,164,369,44.4,43.8,2013-14
Kris Humphries,BOS,29,C-F,68,288,647,44.5,46.3,2013-14
Timofey Mozgov,DEN,27,C,82,394,883,44.6,47.6,2013-14
Michael Kidd-Gilchrist,CHA,20,F,61,258,579,44.6,45.6,2013-14
DeMarre Carroll,ATL,27,F,73,356,796,44.7,45,2013-14
Chris Paul,LAC,29,G,62,261,582,44.8,44.9,2013-14
Josh Smith,DET,28,F,77,476,1059,44.9,46,2013-14
Tim Duncan,SAS,38,F,74,435,969,44.9,48,2013-14
Brandon Bass,BOS,29,F,82,398,887,44.9,46.2,2013-14
Corey Brewer,MIN,28,F,81,372,829,44.9,44.5,2013-14
Khris Middleton,MIL,22,F,81,352,784,44.9,44.6,2013-14
Tayshaun Prince,MEM,34,F,76,248,552,44.9,45.7,2013-14
Kevin Martin,MIN,31,G,68,244,544,44.9,44.3,2013-14
Alan Anderson,BKN,31,F-G,76,204,454,44.9,44.2,2013-14
Reggie Jackson,OKC,24,G,80,336,747,45,43.9,2013-14
Goran Dragic,PHX,28,G,76,313,695,45,43.9,2013-14
Tyreke Evans,NOP,24,F-G,72,300,666,45,44.4,2013-14
Boris Diaw,SAS,32,F,79,342,759,45.1,46.1,2013-14
Patrick Patterson,TOR,25,F,64,263,583,45.1,46.5,2013-14
Rudy Gay,SAC,27,F,72,322,712,45.2,45.6,2013-14
Trevor Ariza,WAS,28,F,76,308,682,45.2,44.7,2013-14
Andre Iguodala,GSW,30,F-G,63,285,629,45.3,44.9,2013-14
Kosta Koufos,MEM,25,C,79,248,548,45.3,48.1,2013-14
Kentavious Caldwell-Pope,DET,21,G,77,195,430,45.3,43.2,2013-14
Phil Pressey,BOS,23,G,74,153,338,45.3,42.7,2013-14
Jodie Meeks,LAL,26,G,76,371,817,45.4,44.3,2013-14
DeAndre Jordan,LAC,25,C,82,626,1375,45.5,47.9,2013-14
Nicolas Batum,POR,25,F,82,425,935,45.5,45.1,2013-14
Dwight Howard,HOU,28,C-F,71,411,904,45.5,47.4,2013-14
Kyle Korver,ATL,33,G-F,70,311,683,45.5,44,2013-14
Joe Johnson,BKN,33,G,78,288,633,45.5,44.1,2013-14
Ramon Sessions,MIL,28,G,83,275,605,45.5,42.9,2013-14
Matthew Dellavedova,CLE,23,G,67,204,448,45.5,43.4,2013-14
DeMarcus Cousins,SAC,23,C,70,410,900,45.6,47.7,2013-14
Anderson Varejao,CLE,31,C,65,290,636,45.6,46.6,2013-14
Norris Cole,MIA,25,G,82,207,454,45.6,43.6,2013-14
Spencer Hawes,CLE,26,C,80,587,1285,45.7,47.3,2013-14
Blake Griffin,LAC,25,F,80,460,1007,45.7,46.9,2013-14
Brandon Jennings,DET,24,G,79,339,742,45.7,43.2,2013-14
Luol Deng,CLE,29,F,63,333,729,45.7,44.9,2013-14
Trey Burke,UTA,21,G,70,290,635,45.7,43.9,2013-14
Michael Carter-Williams,PHI,22,G,70,314,686,45.8,43.7,2013-14
Tony Parker,SAS,32,G,67,297,649,45.8,43.6,2013-14
Trevor Booker,WAS,26,F,71,254,554,45.8,46.2,2013-14
Donatas Motiejunas,HOU,23,F-C,60,189,413,45.8,45.8,2013-14
Travis Outlaw,SAC,29,F,59,183,400,45.8,44.5,2013-14
Glen Davis,LAC,28,F-C,68,317,690,45.9,46.8,2013-14
Amir Johnson,TOR,27,F,76,411,894,46,46.7,2013-14
Randy Foye,DEN,30,G,81,341,740,46.1,44.5,2013-14
Chris Bosh,MIA,30,C-F,79,486,1052,46.2,46.9,2013-14
Aaron Brooks,DEN,29,G,69,245,530,46.2,43.6,2013-14
Derek Fisher,OKC,39,G,80,187,405,46.2,43.5,2013-14
Anthony Morrow,NOP,28,G,75,177,383,46.2,43.4,2013-14
Al Jefferson,CHA,29,C,72,462,997,46.3,47.9,2013-14
Tobias Harris,ORL,21,F,61,336,726,46.3,45,2013-14
Brandon Knight,MIL,22,G,71,336,726,46.3,43.8,2013-14
Marcus Thornton,BKN,27,G,71,192,415,46.3,43.9,2013-14
Alonzo Gee,CLE,27,F,60,145,313,46.3,43.8,2013-14
Jameer Nelson,ORL,32,G,68,286,616,46.4,43.7,2013-14
Dorell Wright,POR,28,F,67,174,375,46.4,45.4,2013-14
Marc Gasol,MEM,29,C,58,311,669,46.5,48,2013-14
Harrison Barnes,GSW,22,F,77,300,645,46.5,44.5,2013-14
Jeff Green,BOS,27,F,82,396,850,46.6,45.2,2013-14
Marcus Morris Sr.,PHX,24,F,82,306,656,46.6,44.2,2013-14
J.J. Barea,MIN,30,G,79,194,416,46.6,42.5,2013-14
Jonas Valanciunas,TOR,22,C,80,453,970,46.7,47.6,2013-14
John Wall,WAS,23,G,81,358,767,46.7,43.5,2013-14
Paul Pierce,BKN,36,F,74,332,711,46.7,45.8,2013-14
Marvin Williams,UTA,28,F,66,289,619,46.7,46.4,2013-14
Steven Adams,OKC,20,C,78,250,535,46.7,47.7,2013-14
John Henson,MIL,23,C-F,69,337,720,46.8,46.4,2013-14
Mo Williams,POR,31,G,74,269,575,46.8,43.2,2013-14
Avery Bradley,BOS,23,G,60,261,558,46.8,44.1,2013-14
Rashard Lewis,MIA,34,F,58,196,419,46.8,44.7,2013-14
Paul Millsap,ATL,29,F,73,513,1094,46.9,46.3,2013-14
Dirk Nowitzki,DAL,36,F,80,474,1011,46.9,46.8,2013-14
Terrence Jones,HOU,22,F,75,459,979,46.9,46.3,2013-14
Kyle Singler,DET,26,F,82,429,914,46.9,44.6,2013-14
James Anderson,PHI,25,G-F,80,337,719,46.9,44.4,2013-14
Iman Shumpert,NYK,24,G-F,74,275,586,46.9,44.7,2013-14
Derrick Williams,SAC,23,F,75,261,557,46.9,44.9,2013-14
Marcin Gortat,WAS,30,C,80,575,1223,47,47.3,2013-14
Marco Belinelli,SAS,28,G,80,273,581,47,44.7,2013-14
Lou Williams,ATL,27,G,59,183,389,47,43.5,2013-14
Amar'e Stoudemire,NYK,31,F-C,64,258,548,47.1,46.5,2013-14
Tony Snell,CHI,22,G,64,148,314,47.1,44.2,2013-14
Derrick Favors,UTA,22,C-F,73,455,964,47.2,47.9,2013-14
Jason Thompson,SAC,27,F-C,81,349,739,47.2,47.5,2013-14
Samuel Dalembert,DAL,34,C,80,293,621,47.2,48.4,2013-14
Hollis Thompson,PHI,23,G-F,75,258,547,47.2,44.3,2013-14
Pablo Prigioni,NYK,37,G,66,169,358,47.2,43.5,2013-14
LaMarcus Aldridge,POR,28,F,69,491,1038,47.3,47.1,2013-14
Miles Plumlee,PHX,25,C-F,80,425,899,47.3,48.4,2013-14
Markieff Morris,PHX,24,F,81,389,823,47.3,46.3,2013-14
Jeremy Evans,UTA,26,F,64,193,408,47.3,46.2,2013-14
Jordan Hill,LAL,26,F-C,72,336,709,47.4,46.8,2013-14
JR Smith,NYK,28,G-F,74,271,572,47.4,44.6,2013-14
Jared Sullinger,BOS,22,C-F,74,420,884,47.5,46.8,2013-14
Ricky Rubio,MIN,23,G,82,424,891,47.6,44.2,2013-14
JJ Hickson,DEN,25,C-F,69,372,781,47.6,47.1,2013-14
Mike Scott,ATL,25,F,79,225,473,47.6,44.8,2013-14
Josh McRoberts,CHA,27,F,77,382,801,47.7,46.4,2013-14
Ty Lawson,DEN,26,G,62,262,548,47.8,43.8,2013-14
Evan Fournier,DEN,21,G,73,221,462,47.8,44,2013-14
Thomas Robinson,POR,23,F,67,139,291,47.8,45.6,2013-14
Shane Battier,MIA,35,F,72,350,730,47.9,45.9,2013-14
Mike Miller,MEM,34,F,82,228,476,47.9,44,2013-14
Wesley Johnson,LAL,26,F,79,413,861,48,45.9,2013-14
Jose Calderon,DAL,32,G,80,404,841,48,44,2013-14
Alec Burks,UTA,22,G,78,364,758,48,44.2,2013-14
Dante Cunningham,MIN,27,F,81,334,696,48,45.4,2013-14
Kelly Olynyk,BOS,23,C-F,70,304,633,48,46.4,2013-14
Marreese Speights,GSW,26,F-C,75,183,381,48,46.7,2013-14
Elliot Williams,PHI,25,G,64,121,252,48,43.4,2013-14
Tristan Thompson,CLE,23,F,82,437,909,48.1,46.8,2013-14
Rodney Stuckey,DET,28,G,73,261,543,48.1,44,2013-14
Lavoy Allen,IND,25,F-C,58,210,436,48.2,45.2,2013-14
Kenneth Faried,DEN,24,F,80,417,863,48.3,46.8,2013-14
Andrew Nicholson,ORL,24,F,73,238,493,48.3,46,2013-14
Elton Brand,ATL,35,F,71,281,581,48.4,46.6,2013-14
Channing Frye,PHX,31,F-C,82,503,1038,48.5,46.8,2013-14
Carlos Boozer,CHI,32,F,76,310,639,48.5,47,2013-14
Greg Monroe,DET,24,F-C,82,504,1036,48.6,46.4,2013-14
Jeff Ayres,SAS,27,C-F,71,192,395,48.6,46.1,2013-14
Tim Hardaway Jr.,NYK,22,G,81,272,559,48.7,43.8,2013-14
Andre Drummond,DET,20,C,81,520,1066,48.8,47.2,2013-14
Arron Afflalo,ORL,28,G-F,73,338,693,48.8,44.2,2013-14
Brandan Wright,DAL,26,F,58,190,389,48.8,46.6,2013-14
Tyler Hansbrough,TOR,28,F-C,61,151,309,48.9,46.3,2013-14
Mason Plumlee,BKN,24,F-C,68,271,553,49,46.4,2013-14
Jerryd Bayless,BOS,25,G,72,242,494,49,44.1,2013-14
Pau Gasol,LAL,33,C-F,60,432,879,49.1,48.2,2013-14
Al-Farouq Aminu,NOP,23,F,80,341,693,49.2,46,2013-14
Monta Ellis,DAL,28,G,82,416,844,49.3,44.5,2013-14
Richard Jefferson,UTA,34,F,82,340,689,49.3,45.1,2013-14
Evan Turner,IND,25,F-G,81,419,848,49.4,44.4,2013-14
Ben McLemore,SAC,21,G,81,346,701,49.4,44.6,2013-14
Eric Gordon,NOP,25,G,64,197,399,49.4,44.6,2013-14
Zach Randolph,MEM,32,F,78,494,998,49.5,47.7,2013-14
Robert Sacre,LAL,25,C,64,269,542,49.6,46.8,2013-14
Luc Mbah a Moute,MIN,27,F,62,168,339,49.6,45.1,2013-14
Thaddeus Young,PHI,26,F,79,522,1044,50,45.7,2013-14
Andray Blatche,BKN,27,C-F,72,308,616,50,46.3,2013-14
Kevin Love,MIN,25,F-C,77,586,1169,50.1,47.3,2013-14
DeJuan Blair,DAL,25,C-F,75,232,462,50.2,47.3,2013-14
Enes Freedom,UTA,22,C,80,449,889,50.5,47.8,2013-14
Ray Allen,MIA,38,G,73,279,550,50.7,44.1,2013-14
Luke Ridnour,CHA,33,G,60,166,327,50.8,43.1,2013-14
Jonas Jerebko,DET,27,F,58,142,279,50.9,45,2013-14
Rudy Gobert,UTA,26,C,55,481,1091,44.1,47.6,2017-18
