Player,Team,Age,Position,GP,DFGM,DFGA,DFG_PCT,FG_PCT,Season
Bogdan Bogdanovic,SAC,26,G,70,336,716,46.9,44.7,2018-19
Royce O'Neale,UTA,26,F,80,290,618,46.9,44.9,2018-19
Ersan Ilyasova,MIL,32,F,67,282,601,46.9,47.2,2018-19
Nik Stauskas,CLE,25,G,68,166,354,46.9,43.3,2018-19
Patty Mills,SAS,30,G,82,338,719,47,44.2,2018-19
Austin Rivers,HOU,26,G,75,335,713,47,44.7,2018-19
Ryan Arcidiacono,CHI,25,G,79,311,662,47,44.7,2018-19
Steven Adams,OKC,25,C,79,681,1447,47.1,48.6,2018-19
Bradley Beal,WAS,26,G,81,513,1090,47.1,45.1,2018-19
Mason Plumlee,DEN,29,F-C,82,437,927,47.1,48.1,2018-19
Tim Hardaway Jr.,DAL,27,G,64,336,713,47.1,45,2018-19
Darren Collison,IND,31,G,76,314,667,47.1,45.1,2018-19
Marvin Bagley III,SAC,20,F,62,311,660,47.1,46.6,2018-19
Luke Kennard,DET,23,G,62,185,393,47.1,44.3,2018-19
Luka Doncic,DAL,20,F-G,72,406,861,47.2,45.6,2018-19
Kevin Knox II,NYK,19,F,74,316,669,47.2,45.5,2018-19
Evan Fournier,ORL,26,G-F,79,427,903,47.3,45,2018-19
Gerald Green,HOU,33,G-F,72,234,495,47.3,44.4,2018-19
Joe Ingles,UTA,31,F,80,379,800,47.4,45.2,2018-19
Jakob Poeltl,SAS,23,C,77,368,776,47.4,47.3,2018-19
Miles Bridges,CHA,21,F,79,340,717,47.4,45.6,2018-19
Lou Williams,LAC,32,G,75,274,578,47.4,44.1,2018-19
Devin Harris,DAL,36,G,62,136,287,47.4,44.8,2018-19
Avery Bradley,MEM,28,G,63,319,672,47.5,45.7,2018-19
Danny Green,TOR,32,G-F,79,466,980,47.6,45.4,2018-19
Kyrie Irving,BOS,27,G,67,339,712,47.6,45.6,2018-19
Jabari Parker,WAS,24,F,62,336,706,47.6,46,2018-19
JJ Redick,PHI,35,G,73,292,613,47.6,44.5,2018-19
Karl-Anthony Towns,MIN,23,C,77,644,1350,47.7,47.9,2018-19
Delon Wright,MEM,27,G,75,304,637,47.7,44.8,2018-19
Andre Drummond,DET,25,C,79,681,1424,47.8,48.5,2018-19
Jeremy Lamb,CHA,27,G,77,425,889,47.8,44.8,2018-19
Nikola Vucevic,ORL,28,C,78,676,1408,48,48.5,2018-19
Danilo Gallinari,LAC,30,F,68,395,823,48,46.4,2018-19
Jalen Brunson,DAL,22,G,68,282,588,48,44.8,2018-19
Cheick Diallo,NOP,22,F,64,224,467,48,47.7,2018-19
Jordan Bell,GSW,24,F,65,211,440,48,46.2,2018-19
Willie Cauley-Stein,SAC,25,C,81,547,1138,48.1,48.2,2018-19
DeAndre' Bembry,ATL,24,F,82,346,719,48.1,44.9,2018-19
Fred VanVleet,TOR,25,G,64,318,661,48.1,44.7,2018-19
Jeremy Lin,TOR,30,G,74,292,606,48.2,44.6,2018-19
Buddy Hield,SAC,26,G,82,497,1029,48.3,45,2018-19
Marcus Morris Sr.,BOS,29,F,75,357,739,48.3,46.5,2018-19
Devin Booker,PHX,22,G,64,340,704,48.3,45.2,2018-19
Jimmy Butler,PHI,29,G-F,63,373,771,48.4,45.8,2018-19
Josh Okogie,MIN,20,G,71,345,713,48.4,45.1,2018-19
Tyus Jones,MIN,23,G,67,246,508,48.4,44.6,2018-19
Damyean Dotson,NYK,25,G,72,301,621,48.5,45.3,2018-19
Deandre Ayton,PHX,20,C,71,624,1283,48.6,48.6,2018-19
Gorgui Dieng,MIN,29,C,75,273,562,48.6,48.1,2018-19
Thomas Bryant,WAS,21,C,70,427,876,48.7,48,2018-19
Taj Gibson,MIN,34,F,70,346,710,48.7,47.7,2018-19
Enes Freedom,POR,27,C,67,457,936,48.8,48,2018-19
Ricky Rubio,UTA,28,G,66,346,709,48.8,44.8,2018-19
Jarrett Allen,BKN,21,C,80,688,1406,48.9,48.5,2018-19
D.J. Augustin,ORL,31,G,79,340,695,48.9,44.6,2018-19
Trae Young,ATL,20,G,81,464,946,49,44.7,2018-19
Tomas Satoransky,WAS,27,G-F,78,385,786,49,44.8,2018-19
Rondae Hollis-Jefferson,BKN,24,F,59,268,547,49,47.1,2018-19
Alec Burks,SAC,27,G,63,237,483,49.1,45.6,2018-19
Alex Len,ATL,26,C,77,455,925,49.2,47.2,2018-19
Bryn Forbes,SAS,25,G,82,388,788,49.2,44.5,2018-19
Kevin Huerter,ATL,20,G,74,362,732,49.5,44.8,2018-19
Kent Bazemore,ATL,29,G,67,331,669,49.5,44.7,2018-19
Zaza Pachulia,DET,35,C,67,241,486,49.6,48,2018-19
Malik Monk,CHA,21,G,68,173,348,49.7,44,2018-19
Cedi Osman,CLE,24,F,76,459,921,49.8,45.2,2018-19
Mikal Bridges,PHX,22,F,81,440,882,49.9,45.5,2018-19
Reggie Bullock Jr.,LAL,28,G-F,62,293,587,49.9,45.4,2018-19
Malik Beasley,DEN,22,G,81,297,593,50.1,45,2018-19
Reggie Jackson,DET,29,G,82,416,818,50.9,45.5,2018-19
Kentavious Caldwell-Pope,LAL,26,G,82,369,725,50.9,45.1,2018-19
Meyers Leonard,POR,27,F-C,60,250,490,51,47.5,2018-19
Dante Cunningham,SAS,32,F,59,180,353,51,46.7,2018-19
Allonzo Trier,NYK,23,G,63,253,490,51.6,45.3,2018-19
Iman Shumpert,HOU,29,G,61,246,477,51.6,45.7,2018-19
Quinn Cook,GSW,26,G,68,208,399,52.1,44,2018-19
Jamal Crawford,PHX,39,G,59,143,274,52.2,44.7,2018-19
James Ennis III,PHI,28,F,58,219,419,52.3,46,2018-19
Willy Hernangomez,CHA,25,C,58,246,467,52.7,47.2,2018-19
Trevor Ariza,WAS,33,F,68,362,683,53,46.1,2018-19
Collin Sexton,CLE,20,G,82,509,954,53.4,44.9,2018-19
Lance Thomas,NYK,30,F,68,152,395,38.5,46.5,2017-18
T.J. McConnell,PHI,26,G,75,245,618,39.6,44.4,2017-18
Pat Connaughton,POR,25,G-F,82,209,518,40.3,44.3,2017-18
Al Horford,BOS,32,F-C,69,483,1193,40.5,46.8,2017-18
Delon Wright,TOR,26,G,69,197,486,40.5,44.4,2017-18
Anthony Davis,NOP,25,F-C,75,559,1374,40.7,46.8,2017-18
Davis Bertans,SAS,25,C-F,68,195,478,40.8,45.7,2017-18
Royce O'Neale,UTA,25,F,62,161,393,41,45,2017-18
Josh Huestis,OKC,26,G,59,153,373,41,45.6,2017-18
Ben Simmons,PHI,21,G-F,80,395,958,41.2,46.3,2017-18
Kevon Looney,GSW,22,F,62,200,485,41.2,46.3,2017-18
Manu Ginobili,SAS,40,G,63,133,323,41.2,45.2,2017-18
Giannis Antetokounmpo,MIL,23,F,74,377,907,41.6,46.8,2017-18
Doug McDermott,DAL,26,F,78,217,522,41.6,44.7,2017-18
Anthony Tolliver,DET,33,F,79,307,737,41.7,46.1,2017-18
Ekpe Udoh,UTA,31,C-F,59,170,407,41.8,47.3,2017-18
Goran Dragic,MIA,32,G,74,284,678,41.9,45,2017-18
Joel Embiid,PHI,24,C,62,473,1127,42,48.1,2017-18
Allen Crabbe,BKN,26,G-F,73,273,650,42,45.2,2017-18
David West,GSW,37,F,73,240,572,42,46.7,2017-18
T.J. Warren,PHX,24,F,65,251,594,42.3,45.3,2017-18
Andre Iguodala,GSW,34,F-G,64,240,567,42.3,45.3,2017-18
Jaylen Brown,BOS,21,G-F,67,291,687,42.4,45.4,2017-18
Tomas Satoransky,WAS,26,G-F,70,245,576,42.5,44.5,2017-18
Dwyane Wade,MIA,36,G,67,220,518,42.5,44.9,2017-18
Donovan Mitchell,UTA,21,G,78,334,784,42.6,45.3,2017-18
Amir Johnson,PHI,31,C-F,74,260,610,42.6,47.6,2017-18
Daniel Theis,BOS,26,F-C,59,198,465,42.6,47.2,2017-18
Blake Griffin,DET,29,F,58,374,876,42.7,46.6,2017-18
James Johnson,MIA,31,F,71,308,721,42.7,46.7,2017-18
Brandon Ingram,LAL,20,F-G,59,287,672,42.7,45.7,2017-18
Fred VanVleet,TOR,24,G,76,240,560,42.9,44.4,2017-18
Justise Winslow,MIA,22,F-G,67,285,663,43,45.5,2017-18
Shaun Livingston,GSW,32,G,70,173,402,43,44.5,2017-18
Luc Mbah a Moute,HOU,31,F,60,245,568,43.1,46,2017-18
Jayson Tatum,BOS,20,F,77,275,636,43.2,45.5,2017-18
Ian Clark,NOP,27,G,72,187,433,43.2,43.9,2017-18
Kyle Kuzma,LAL,22,F,77,369,852,43.3,45.7,2017-18
Zach Collins,POR,20,C-F,64,204,471,43.3,45.5,2017-18
Damian Lillard,POR,27,G,73,341,785,43.4,44.1,2017-18
Eric Gordon,HOU,29,G,68,262,604,43.4,45.1,2017-18
Maurice Harkless,POR,25,F,58,182,419,43.4,45.7,2017-18
Draymond Green,GSW,28,F,70,451,1036,43.5,46.6,2017-18
Ryan Anderson,HOU,30,F,64,270,620,43.5,45.1,2017-18
Kevin Durant,GSW,29,F,68,375,861,43.6,46,2017-18
Mike Scott,WAS,29,F,76,213,489,43.6,45.8,2017-18
Josh Richardson,MIA,24,F,80,403,923,43.7,45,2017-18
Aron Baynes,BOS,31,C,78,365,836,43.7,47.7,2017-18
Isaiah Taylor,ATL,23,G,64,163,373,43.7,43.6,2017-18
CJ McCollum,POR,26,G,80,408,931,43.8,44.9,2017-18
Harrison Barnes,DAL,26,F,77,364,832,43.8,46.1,2017-18
Montrezl Harrell,LAC,24,F-C,74,287,656,43.8,46.8,2017-18
Nemanja Bjelica,MIN,30,F,66,249,569,43.8,45.7,2017-18
Semi Ojeleye,BOS,23,F,67,185,422,43.8,45.3,2017-18
LaMarcus Aldridge,SAS,32,F,75,537,1222,43.9,47.1,2017-18
Al-Farouq Aminu,POR,27,F,69,379,864,43.9,47.2,2017-18
Marc Gasol,MEM,33,C,73,487,1108,44,48,2017-18
Kosta Koufos,SAC,29,C,71,284,646,44,48.3,2017-18
Klay Thompson,GSW,28,G,73,365,828,44.1,45.2,2017-18
JJ Redick,PHI,34,G-F,69,254,576,44.1,45.2,2017-18
Bam Adebayo,MIA,20,C-F,67,252,572,44.1,47.4,2017-18
CJ Miles,TOR,31,F-G,70,154,349,44.1,44.5,2017-18
Darius Miller,NOP,28,F,80,276,625,44.2,44.8,2017-18
Julius Randle,LAL,23,F-C,82,443,999,44.3,47,2017-18
Ish Smith,DET,29,G,82,351,793,44.3,44.8,2017-18
Marquese Chriss,PHX,20,F,72,309,697,44.3,46.7,2017-18
OG Anunoby,TOR,20,F,74,231,522,44.3,46.1,2017-18
Raymond Felton,OKC,34,G,80,199,449,44.3,44.5,2017-18
Lou Williams,LAC,31,G,79,334,753,44.4,44.7,2017-18
Jrue Holiday,NOP,28,G,81,563,1265,44.5,45.2,2017-18
Kyle Lowry,TOR,32,G,78,411,924,44.5,44.9,2017-18
Evan Turner,POR,29,F-G,79,334,750,44.5,45.4,2017-18
Jarell Martin,MEM,24,F,72,288,647,44.5,45.9,2017-18
JaVale McGee,GSW,30,C,64,169,380,44.5,47.1,2017-18
Dragan Bender,PHX,20,F,82,462,1036,44.6,46.5,2017-18
Derrick Favors,UTA,26,F-C,76,449,1007,44.6,47.3,2017-18
Jerami Grant,OKC,24,F,80,285,639,44.6,46.7,2017-18
Frank Ntilikina,NYK,19,G,77,250,561,44.6,44.6,2017-18
Dwight Powell,DAL,26,C-F,78,331,741,44.7,46.1,2017-18
Pascal Siakam,TOR,24,F,81,296,662,44.7,45.9,2017-18
DeMar DeRozan,TOR,28,G,80,289,646,44.7,45.5,2017-18
Joe Harris,BKN,26,F-G,77,274,613,44.7,44.9,2017-18
Stanley Johnson,DET,22,F,69,273,611,44.7,46.3,2017-18
Trey Lyles,DEN,22,F,66,249,557,44.7,45.6,2017-18
James Ennis III,DET,27,F,72,229,512,44.7,45.8,2017-18
Alex Len,PHX,25,C,69,367,820,44.8,48.1,2017-18
Norman Powell,TOR,25,F-G,66,141,315,44.8,44.6,2017-18
Victor Oladipo,IND,26,G,75,413,920,44.9,44.7,2017-18
Justin Holiday,CHI,29,G-F,72,372,828,44.9,45.5,2017-18
Shabazz Napier,POR,26,G,73,266,592,44.9,44.2,2017-18
Reggie Bullock Jr.,DET,27,G-F,61,249,555,44.9,45,2017-18
DeAndre Jordan,LAC,29,C,77,548,1218,45,47.9,2017-18
Kemba Walker,CHA,28,G,79,525,1166,45,45,2017-18
George Hill,CLE,32,G,67,260,578,45,45.3,2017-18
John Collins,ATL,20,F-C,73,417,924,45.1,47.8,2017-18
Carmelo Anthony,OKC,34,F,76,413,915,45.1,46.8,2017-18
Sindarius Thornwell,LAC,23,G,65,215,477,45.1,45.5,2017-18
Brook Lopez,LAL,30,C,74,465,1028,45.2,47.5,2017-18
LeBron James,CLE,33,F-G,82,440,974,45.2,45.9,2017-18
DeMarre Carroll,BKN,31,F,71,359,794,45.2,46.6,2017-18
Terry Rozier,BOS,24,G,77,303,671,45.2,44.8,2017-18
Wes Iwundu,ORL,23,F,59,156,345,45.2,44,2017-18
Willie Cauley-Stein,SAC,24,C,73,401,885,45.3,47.8,2017-18
Jeremy Lamb,CHA,26,G,79,320,707,45.3,43.4,2017-18
Garrett Temple,SAC,32,F-G,65,248,547,45.3,45.1,2017-18
Mario Chalmers,MEM,32,G,66,198,437,45.3,44.6,2017-18
Jeff Green,CLE,31,F,78,356,784,45.4,45.9,2017-18
Wilson Chandler,DEN,31,F,74,345,760,45.4,46,2017-18
Marvin Williams,CHA,32,F,77,333,734,45.4,46.7,2017-18
Trevor Booker,IND,30,F,67,227,500,45.4,45.9,2017-18
Dewayne Dedmon,ATL,28,C,61,335,736,45.5,47.7,2017-18
Jakob Poeltl,TOR,22,C,82,422,926,45.6,47.4,2017-18
Jarrett Allen,BKN,20,C,70,406,890,45.6,47.9,2017-18
Pau Gasol,SAS,37,C,77,447,979,45.7,47.4,2017-18
Danny Green,SAS,31,G-F,70,353,772,45.7,45.8,2017-18
Josh Hart,LAL,23,G,63,286,626,45.7,45.3,2017-18
Jerian Grant,CHI,25,G,73,270,591,45.7,45,2017-18
Jonas Valanciunas,TOR,26,C,77,518,1131,45.8,48.1,2017-18
Eric Bledsoe,MIL,28,G,74,384,838,45.8,44.9,2017-18
Jae Crowder,UTA,27,F,80,353,771,45.8,45.5,2017-18
Wesley Johnson,LAC,30,F-G,71,255,557,45.8,46.1,2017-18
Bryn Forbes,SAS,24,G,78,219,478,45.8,44.6,2017-18
Salah Mejri,DAL,32,C,59,192,419,45.8,48.3,2017-18
Mario Hezonja,ORL,23,F-G,73,303,660,45.9,45.4,2017-18
Sam Dekker,LAC,24,F,71,153,333,45.9,46,2017-18
Robert Covington,PHI,27,F,79,422,917,46,45.7,2017-18
Markieff Morris,WAS,28,F,73,369,802,46,46.8,2017-18
Nick Young,GSW,33,G-F,80,207,450,46,44.2,2017-18
Myles Turner,IND,22,C,65,474,1029,46.1,48.4,2017-18
Mason Plumlee,DEN,28,C-F,74,375,814,46.1,47.7,2017-18
Jimmy Butler,MIN,28,G,59,312,677,46.1,46.1,2017-18
Patrick Patterson,OKC,29,F,79,228,495,46.1,47.1,2017-18
Lance Stephenson,IND,27,G,81,210,456,46.1,44.4,2017-18
Dario Saric,PHI,24,F,76,434,940,46.2,46.1,2017-18
Ersan Ilyasova,PHI,31,F,69,331,717,46.2,46.3,2017-18
Andrew Wiggins,MIN,23,F,82,508,1098,46.3,45.6,2017-18
Steven Adams,OKC,24,C,75,604,1301,46.4,48.2,2017-18
Taj Gibson,MIN,33,F,82,525,1132,46.4,46.8,2017-18
Gary Harris,DEN,23,G,67,277,597,46.4,45.4,2017-18
Thaddeus Young,IND,30,F,81,518,1113,46.5,46.7,2017-18
Serge Ibaka,TOR,28,F-C,76,401,862,46.5,46.1,2017-18
Denzel Valentine,CHI,24,F,77,325,699,46.5,45.3,2017-18
Kyle Anderson,SAS,24,F,74,273,587,46.5,46.4,2017-18
Jarrett Jack,NYK,34,G,61,263,565,46.5,45.2,2017-18
Clint Capela,HOU,24,C,73,554,1190,46.6,47.4,2017-18
Bradley Beal,WAS,25,G,82,468,1004,46.6,44.9,2017-18
Taurean Prince,ATL,24,F,81,406,872,46.6,46.5,2017-18
Joe Ingles,UTA,30,F,81,389,835,46.6,45.9,2017-18
E'Twaun Moore,NOP,29,F-G,82,368,789,46.6,45.3,2017-18
De'Aaron Fox,SAC,20,G,72,351,753,46.6,44.1,2017-18
Ed Davis,POR,29,F-C,78,339,728,46.6,47.9,2017-18
Tobias Harris,LAC,25,F,80,515,1103,46.7,46.3,2017-18
Cory Joseph,IND,26,G,82,390,835,46.7,44.5,2017-18
Jordan Clarkson,CLE,26,G,81,300,642,46.7,44.8,2017-18
Jusuf Nurkic,POR,23,C,79,607,1296,46.8,48.2,2017-18
Domantas Sabonis,IND,22,C-F,74,411,878,46.8,47.4,2017-18
Tony Snell,MIL,26,G,74,318,679,46.8,45,2017-18
Austin Rivers,LAC,25,G,61,307,656,46.8,45.6,2017-18
Quincy Acy,BKN,27,F,67,279,596,46.8,47,2017-18
James Harden,HOU,28,G,71,459,979,46.9,45.8,2017-18
Dirk Nowitzki,DAL,40,C-F,77,449,957,46.9,47.7,2017-18
Skal Labissiere,SAC,22,F-C,59,262,559,46.9,46.7,2017-18
Luke Kennard,DET,22,G,72,230,490,46.9,44,2017-18
Devin Harris,DEN,35,G,71,200,426,46.9,44.8,2017-18
Buddy Hield,SAC,25,G,80,358,762,47,44.4,2017-18
Otto Porter Jr.,WAS,25,F,76,358,761,47,45.8,2017-18
Kyle O'Quinn,NYK,28,C-F,76,353,751,47,47.9,2017-18
Dwight Howard,CHA,32,C,80,588,1248,47.1,48.1,2017-18
Bismack Biyombo,ORL,25,C,81,359,761,47.2,47.5,2017-18
Wayne Ellington,MIA,30,G,76,273,578,47.2,44.5,2017-18
Maxi Kleber,DAL,26,F,67,269,570,47.2,46.3,2017-18
Ricky Rubio,UTA,27,G,76,374,791,47.3,45,2017-18
Patty Mills,SAS,29,G,82,305,645,47.3,45.2,2017-18
Michael Kidd-Gilchrist,CHA,24,F,73,353,744,47.4,46.1,2017-18
Dejounte Murray,SAS,21,G,79,323,682,47.4,45.5,2017-18
Kyle Korver,CLE,37,G,73,289,610,47.4,44.6,2017-18
Marco Belinelli,PHI,32,G-F,79,269,568,47.4,44.7,2017-18
Jodie Meeks,WAS,30,G,74,166,350,47.4,44.2,2017-18
Khris Middleton,MIL,26,F,81,466,982,47.5,45.5,2017-18
Courtney Lee,NYK,32,G,75,332,699,47.5,45.5,2017-18
Bogdan Bogdanovic,SAC,25,G,78,316,665,47.5,45.2,2017-18
Michael Beasley,NYK,29,F,71,290,610,47.5,46.3,2017-18
Tyler Johnson,MIA,26,G,71,341,716,47.6,45,2017-18
Darren Collison,IND,30,G,69,301,633,47.6,44.9,2017-18
Shelvin Mack,ORL,28,G,64,241,506,47.6,43.8,2017-18
Treveon Graham,CHA,24,G-F,60,150,315,47.6,44.4,2017-18
Spencer Dinwiddie,BKN,25,G,78,369,774,47.7,45.3,2017-18
Dennis Smith Jr.,DAL,20,G,69,349,732,47.7,45.2,2017-18
Jonas Jerebko,UTA,31,F,71,199,417,47.7,46.3,2017-18
Karl-Anthony Towns,MIN,22,C,82,704,1473,47.8,48,2017-18
Marcin Gortat,WAS,34,C,82,532,1112,47.8,48.1,2017-18
Caris LeVert,BKN,23,G-F,69,331,693,47.8,45.4,2017-18
Ian Mahinmi,WAS,31,C,77,274,573,47.8,47.4,2017-18
Dillon Brooks,MEM,22,F-G,82,446,932,47.9,45.4,2017-18
Rajon Rondo,NOP,32,G,64,260,543,47.9,44.9,2017-18
Wesley Matthews,DAL,31,G-F,63,292,608,48,46,2017-18
Robin Lopez,CHI,30,C,64,465,967,48.1,48.3,2017-18
Larry Nance Jr.,CLE,25,F,66,325,676,48.1,47.3,2017-18
Deyonta Davis,MEM,21,C-F,62,204,424,48.1,47.4,2017-18
Russell Westbrook,OKC,29,G,78,384,794,48.4,45.9,2017-18
Tyler Zeller,MIL,28,C,64,336,694,48.4,47.6,2017-18
Jonathon Simmons,ORL,28,F,68,307,634,48.4,45.3,2017-18
Justin Jackson,SAC,23,F,67,216,446,48.4,45,2017-18
Zaza Pachulia,GSW,34,C,69,296,610,48.5,47.8,2017-18
D.J. Augustin,ORL,30,G,74,276,569,48.5,44.5,2017-18
Alex Abrines,OKC,24,G,65,184,379,48.5,44.8,2017-18
Kelly Olynyk,MIA,27,F-C,75,422,869,48.6,46.7,2017-18
John Henson,MIL,27,C,75,500,1026,48.7,47.8,2017-18
P.J. Tucker,HOU,33,F,81,404,829,48.7,46.1,2017-18
David Nwaba,CHI,25,F,70,321,659,48.7,45.2,2017-18
Enes Freedom,NYK,26,C,70,480,984,48.8,48,2017-18
Kelly Oubre Jr.,WAS,22,F,81,356,729,48.8,45.1,2017-18
Kent Bazemore,ATL,28,G,64,295,604,48.8,45.3,2017-18
Dennis Schroder,ATL,24,G,66,369,754,48.9,45.1,2017-18
Elfrid Payton,PHX,24,G,63,347,709,48.9,45.5,2017-18
Tyus Jones,MIN,22,G,82,268,548,48.9,44,2017-18
Emmanuel Mudiay,NYK,22,G,61,202,413,48.9,44.9,2017-18
Bojan Bogdanovic,IND,29,F-G,80,416,849,49,45.6,2017-18
Eric Moreland,DET,26,F-C,65,195,397,49.1,48.2,2017-18
Will Barton,DEN,27,F-G,81,389,790,49.2,45.4,2017-18
Bobby Portis,CHI,23,F,73,290,589,49.2,47.1,2017-18
Rodney Hood,CLE,25,G,60,220,447,49.2,45.6,2017-18
Dante Cunningham,BKN,31,F,73,329,667,49.3,46.3,2017-18
Paul George,OKC,28,F,78,501,1014,49.4,46.4,2017-18
Jeff Teague,MIN,30,G,70,387,784,49.4,45,2017-18
Rondae Hollis-Jefferson,BKN,23,F,66,385,779,49.4,46.7,2017-18
Yogi Ferrell,DAL,25,G,82,370,749,49.4,44.7,2017-18
Frank Kaminsky,CHA,25,F-C,79,403,814,49.5,45.6,2017-18
Gorgui Dieng,MIN,28,C,79,345,697,49.5,47,2017-18
Josh Jackson,PHX,21,G-F,77,360,723,49.8,45.5,2017-18
Trevor Ariza,HOU,33,F-G,65,312,625,49.9,46.1,2017-18
Andre Drummond,DET,24,C,78,614,1229,50,48.9,2017-18
Nicolas Batum,CHA,29,G-F,64,269,538,50,45.4,2017-18
Thon Maker,MIL,21,C-F,71,343,685,50.1,48.4,2017-18
Troy Daniels,PHX,26,G,77,273,545,50.1,44.8,2017-18
Lauri Markkanen,CHI,21,F,68,387,769,50.3,46.3,2017-18
J.J. Barea,DAL,34,G,69,278,547,50.8,44.4,2017-18
Jamal Murray,DEN,21,G,81,469,917,51.1,44.9,2017-18
Kentavious Caldwell-Pope,LAL,25,G,73,428,838,51.1,45.8,2017-18
Alec Burks,UTA,26,G,60,135,264,51.1,44,2017-18
JR Smith,CLE,32,G-F,80,402,785,51.2,45.7,2017-18
Nikola Jokic,DEN,23,C,75,727,1416,51.3,48.1,2017-18
Tyler Ulis,PHX,22,G,70,287,559,51.3,44.6,2017-18
Kevin Love,CLE,29,C-F,59,398,775,51.4,47.8,2017-18
Zach Randolph,SAC,36,F,59,360,690,52.2,48,2017-18
Jamal Crawford,MIN,38,G,75,175,334,52.4,44.2,2017-18
Patrick Patterson,TOR,28,F,65,217,574,37.8,45.4,2016-17
Jason Terry,MIL,39,G,74,157,408,38.5,43.6,2016-17
Kevin Durant,GSW,28,F,61,313,789,39.7,45.6,2016-17
Maurice Harkless,POR,24,F,77,299,753,39.7,45.8,2016-17
Jrue Holiday,NOP,27,G,67,321,805,39.9,44.6,2016-17
Kyle Anderson,SAS,23,G-F,61,126,314,40.1,44.7,2016-17
Draymond Green,GSW,27,F,76,486,1208,40.2,46.1,2016-17
Tim Hardaway Jr.,ATL,25,G,78,275,684,40.2,44.2,2016-17
Jae Crowder,BOS,26,F,72,294,729,40.3,45.3,2016-17
Dewayne Dedmon,SAS,27,C,75,245,607,40.4,46.7,2016-17
Jaylen Brown,BOS,20,F,77,167,413,40.4,44.7,2016-17
James Johnson,MIA,30,F,76,331,818,40.5,45.3,2016-17
LaMarcus Aldridge,SAS,31,F,71,365,893,40.9,46.7,2016-17
Raymond Felton,LAC,33,G,80,238,580,41,43.8,2016-17
Jerami Grant,OKC,23,F,78,221,538,41.1,45.6,2016-17
Eric Gordon,HOU,28,G,75,276,670,41.2,44.7,2016-17
Anthony Davis,NOP,24,F-C,75,443,1073,41.3,47.7,2016-17
Vince Carter,MEM,40,G-F,73,212,512,41.4,45.1,2016-17
Giannis Antetokounmpo,MIL,22,F-G,80,390,937,41.6,46.4,2016-17
Dante Exum,UTA,21,G,65,187,449,41.6,44.5,2016-17
Langston Galloway,SAC,25,G,72,187,448,41.7,43.8,2016-17
Rudy Gobert,UTA,25,C,81,536,1281,41.8,48.2,2016-17
Andre Roberson,OKC,25,F,79,405,968,41.8,45.7,2016-17
Nikola Mirotic,CHI,26,F,70,271,648,41.8,45.2,2016-17
Andre Iguodala,GSW,33,G-F,76,241,576,41.8,44.6,2016-17
Luc Mbah a Moute,LAC,30,F,80,295,704,41.9,46,2016-17
DeMarre Carroll,TOR,30,F,71,313,745,42,45.8,2016-17
Tim Frazier,NOP,26,G,65,227,541,42,44.3,2016-17
Aron Baynes,DET,30,C-F,74,208,495,42,47.5,2016-17
Andrew Harrison,MEM,22,G,68,200,476,42,43.5,2016-17
John Wall,WAS,26,G,78,311,738,42.1,44.5,2016-17
Gordon Hayward,UTA,27,F,73,244,579,42.1,45.1,2016-17
LeBron James,CLE,32,F,74,359,851,42.2,45.6,2016-17
JaMychal Green,MEM,27,F,77,307,727,42.2,46,2016-17
Kent Bazemore,ATL,27,F-G,73,290,687,42.2,44.7,2016-17
Joe Johnson,UTA,36,F-G,78,215,510,42.2,45,2016-17
Seth Curry,DAL,26,G,69,255,603,42.3,44.8,2016-17
Stanley Johnson,DET,21,F,71,153,362,42.3,43.8,2016-17
Klay Thompson,GSW,27,G,78,349,823,42.4,44.9,2016-17
Jimmy Butler,CHI,27,F,76,334,787,42.4,45.7,2016-17
Marcus Morris Sr.,DET,27,F,79,319,753,42.4,46.1,2016-17
Danny Green,SAS,30,G-F,67,289,680,42.5,45.5,2016-17
Iman Shumpert,CLE,27,G,76,267,628,42.5,44.8,2016-17
Derrick Rose,NYK,28,G,64,287,674,42.6,44.7,2016-17
Robert Covington,PHI,26,F,67,321,751,42.7,45.4,2016-17
CJ Miles,IND,30,F-G,75,195,457,42.7,44,2016-17
Timothe Luwawu-Cabarrot,PHI,22,G-F,68,165,386,42.7,44.4,2016-17
Kristaps Porzingis,NYK,21,F,66,475,1107,42.9,46.4,2016-17
Joe Ingles,UTA,29,F,80,220,513,42.9,44.9,2016-17
Jamal Murray,DEN,20,G,81,263,611,43,43.9,2016-17
David West,GSW,36,F,68,197,458,43,46.6,2016-17
Solomon Hill,NOP,26,F,80,337,781,43.1,45.4,2016-17
Dennis Schroder,ATL,23,G,79,332,771,43.1,44.5,2016-17
Marcus Smart,BOS,23,G,79,310,720,43.1,44.5,2016-17
Shaun Livingston,GSW,31,G,76,163,378,43.1,43.7,2016-17
Wilson Chandler,DEN,30,F,70,358,827,43.3,46,2016-17
Danilo Gallinari,DEN,28,F,62,299,691,43.3,44.8,2016-17
Richard Jefferson,CLE,37,F,79,270,623,43.3,44.4,2016-17
Darren Collison,SAC,29,G,68,241,557,43.3,44.3,2016-17
Glenn Robinson III,IND,23,G-F,66,215,496,43.3,44.5,2016-17
Isaiah Whitehead,BKN,22,G,73,265,609,43.5,44.1,2016-17
Noah Vonleh,POR,21,F,72,232,533,43.5,46.5,2016-17
