BLK,DWS,DBPM,DRtg,DRB,DFG_PCT,charges,Deflections,def_LB,Height,Weight,Position,vote_getter,Share,MP,w_L_pct,Player,Season,DFGA,DPOY,STL
8,3.8,1.5,103,307,47.3,8,231,77,76,190,G,No,0,2254,0.585,ricky rubio,2017-18,791,0,122
34,2.4,1.1,105,306,43,1,102,52,79,225,F,No,0,1680,0.537,justise winslow,2017-18,663,0,54
41,3.2,1.1,104,428,43.9,0,154,49,81,220,F,No,0,2072,0.598,alfarouq aminu,2017-18,864,0,76
13,1.7,-0.4,109,232,47.9,2,132,58,73,186,G,No,0,1705,0.585,rajon rondo,2017-18,543,0,70
59,3.8,3.3,101,312,46.5,4,186,55,81,230,F,No,0,1978,0.573,kyle anderson,2017-18,587,0,118
66,2.2,0.3,108,379,45.3,9,138,41,84,240,C,No,0,2044,0.329,willie cauleystein,2017-18,885,0,80
8,1.7,-0.2,112,237,45.8,9,287,0,76,190,G,No,0,2469,0.378,ricky rubio,2016-17,759,0,128
39,0.8,-1.6,114,208,42.3,0,124,45,80,215,F,No,0,2142,0.256,tj warren,2017-18,594,0,65
80,1.9,0.3,108,233,44.6,17,53,27,81,220,F,No,0,1647,0.585,jerami grant,2017-18,639,0,32
7,1.3,-0.1,107,124,43.8,7,40,14,79,235,F,No,0,1150,0.671,semi ojeleye,2017-18,422,0,20
38,1.6,0.8,109,196,42.3,1,92,45,78,215,F,No,0,1622,0.707,andre iguodala,2017-18,567,0,51
29,2.7,0.3,109,263,43.4,7,130,76,75,195,G,No,0,2670,0.598,damian lillard,2017-18,785,0,80
77,2.9,1.4,104,208,45.7,3,141,27,78,215,G,No,0,1791,0.573,danny green,2017-18,772,0,63
15,1.6,0.6,108,140,44.3,2,97,27,80,235,F,No,0,1481,0.72,og anunoby,2017-18,522,0,52
13,1.6,0.2,107,123,41.2,15,127,20,78,205,G,No,0,1299,0.573,manu ginobili,2017-18,323,0,44
25,1.3,-0.1,110,125,40.3,1,52,24,77,210,G,No,0,1488,0.598,pat connaughton,2017-18,518,0,25
21,1.5,-0.7,108,134,44.1,6,75,22,78,225,F,No,0,1337,0.72,cj miles,2017-18,349,0,35
74,3,1.4,109,612,45.2,12,178,56,80,250,F,No,0,3026,0.61,lebron james,2017-18,974,0,115
22,1.4,-0.7,111,199,42.7,9,88,0,78,225,F,No,0,1776,0.512,cj miles,2016-17,457,0,45
8,2.2,0.8,107,286,46.4,2,263,0,76,194,G,No,0,2323,0.354,ricky rubio,2015-16,742,0,160
32,3.2,0.4,107,328,46.5,14,292,77,80,230,F,No,0,2607,0.585,thaddeus young,2017-18,1113,0,138
6,0.6,-0.1,116,71,52.3,13,54,12,77,215,G,No,0,1038,0.472,garrison mathews,2020-21,373,0,30
33,1.2,-0.7,110,292,44.7,4,47,24,82,234,F,No,0,1391,0.561,trey lyles,2017-18,557,0,26
28,1.8,-0.4,110,374,45.2,4,125,50,80,215,F,No,0,2180,0.341,demarre carroll,2017-18,794,0,57
39,3.9,0.6,106,375,49.4,5,309,79,81,220,F,Yes,0.075,2891,0.585,paul george,2017-18,1014,0,156
27,1.8,-1.6,110,145,43.4,2,96,42,76,215,G,No,0,2154,0.793,eric gordon,2017-18,604,0,41
15,2,1.4,106,144,44.9,2,152,35,73,175,G,No,0,1535,0.598,shabazz napier,2017-18,592,0,80
16,1.3,-0.3,109,131,44.3,2,91,41,73,205,G,No,0,1365,0.585,raymond felton,2017-18,449,0,48
27,1.1,0.1,110,217,46.8,22,100,14,79,240,F,No,0,1359,0.341,quincy acy,2017-18,596,0,34
41,2.6,0,107,473,44.3,2,88,38,81,250,F,No,0,2190,0.427,julius randle,2017-18,999,0,41
31,0.8,-1.5,114,186,45.4,7,78,31,81,235,F,No,0,1828,0.61,jeff green,2017-18,784,0,39
26,0.5,-1,118,158,49.5,25,91,13,77,215,G,No,0,1712,0.244,garrison mathews,2021-22,663,0,58
49,1.9,0.5,107,389,45.5,4,80,31,84,245,C,No,0,1542,0.293,dewayne dedmon,2017-18,736,0,37
15,1.9,-1.3,111,391,43.8,1,83,55,80,225,F,No,0,2634,0.293,harrison barnes,2017-18,832,0,46
125,5.7,1.7,99,848,50,1,250,46,83,279,C,Yes,0.002,2625,0.476,andre drummond,2017-18,1229,0,117
40,2,-0.6,111,339,46.6,10,150,51,80,220,F,No,0,2464,0.293,taurean prince,2017-18,872,0,81
7,1.8,-1.1,110,169,44.1,5,56,22,76,200,G,No,0,2116,0.634,jj redick,2017-18,576,0,34
23,0.9,-0.6,113,209,44.7,2,60,34,78,219,F,No,0,1975,0.341,joe harris,2017-18,613,0,31
8,3.6,1.7,104,281,47.6,3,283,31,76,185,G,No,0,2638,0.488,ricky rubio,2013-14,891,0,189
32,2.9,-0.5,109,268,43.8,1,125,70,75,190,G,No,0,2923,0.598,cj mccollum,2017-18,931,0,80
7,0.2,-0.9,123,75,49.7,15,27,4,78,215,G,No,0,992,0.439,garrison mathews,2023-24,360,0,20
117,2.5,0.4,106,324,46.1,3,104,32,83,255,C,No,0,1836,0.585,myles turner,2017-18,1029,0,39
28,1.9,-0.4,108,287,46.2,32,117,39,82,235,F,No,0,1729,0.634,ersan ilyasova,2017-18,717,0,62
7,0.9,-1.4,121,163,51.4,1,146,25,77,204,G,No,0,1994,0.305,gary trent jr,2023-24,492,0,78
8,1,-1.1,111,197,43.6,1,30,20,80,237,F,No,0,1406,0.524,mike scott,2017-18,489,0,23
27,0.9,-0.5,113,139,45,2,120,41,75,188,G,No,0,1812,0.61,george hill,2017-18,578,0,60
24,2.8,-0.6,109,256,44.7,2,140,56,79,220,G,No,0,2711,0.72,demar derozan,2017-18,646,0,88
16,0.6,-1.3,115,160,41.6,0,39,26,80,219,F,No,0,1768,0.293,doug mcdermott,2017-18,522,0,16
72,1.5,0.4,109,319,44.3,1,66,29,82,240,F,No,0,1527,0.256,marquese chriss,2017-18,697,0,50
81,1.8,1.4,107,268,46.1,7,127,33,83,255,C,No,0,1439,0.561,mason plumlee,2017-18,814,0,52
44,2.5,0.3,108,233,45.8,3,249,68,73,205,G,No,0,2322,0.537,eric bledsoe,2017-18,838,0,148
20,0.9,1,111,107,45.1,4,78,29,77,215,G,No,0,1156,0.512,sindarius thornwell,2017-18,477,0,46
40,2.5,1.6,105,285,44.7,0,116,46,81,230,F,No,0,1679,0.72,pascal siakam,2017-18,662,0,65
13,2,0,116,143,49.5,0,180,29,77,209,G,No,0,2118,0.5,gary trent jr,2022-23,548,0,106
38,1.9,0.3,109,296,45.4,0,132,32,81,237,F,No,0,2006,0.439,marvin williams,2017-18,734,0,54
41,1.7,1.7,106,116,43.4,0,91,23,81,220,F,No,0,1264,0.598,maurice harkless,2017-18,419,0,46
16,1.4,-0.3,119,251,49.8,0,99,17,78,205,G,No,0,2364,0.463,reggie bullock jr,2022-23,787,0,55
21,0.9,-0.4,110,99,43,0,56,24,79,192,G,No,0,1129,0.707,shaun livingston,2017-18,402,0,35
13,1.5,-0.2,112,139,46.4,4,203,56,76,210,G,No,0,2304,0.561,gary harris,2017-18,597,0,121
14,2,0,112,208,47.4,0,86,18,78,205,G,No,0,1902,0.634,reggie bullock jr,2021-22,622,0,41
15,3.4,1.2,104,313,45.2,3,119,51,74,190,G,No,0,2068,0.671,terry rozier,2017-18,671,0,77
98,2.4,1.1,104,228,45.6,4,82,22,84,230,C,No,0,1524,0.72,jakob poeltl,2017-18,926,0,41
84,3.5,0.7,104,354,44.6,0,98,26,82,265,F,No,0,2153,0.585,derrick favors,2017-18,1007,0,53
21,2.5,0.3,112,165,49.7,1,238,47,77,209,G,No,0,2448,0.585,gary trent jr,2021-22,670,0,119
19,1.5,0.5,109,221,45.7,2,79,25,77,215,G,No,0,1461,0.427,josh hart,2017-18,626,0,44
19,1.5,0.5,109,221,45.7,2,79,25,77,215,G,No,0,1461,0.427,josh hart,2017-18,626,0,44
14,2.4,1.1,107,219,44.7,0,148,55,79,245,F,No,0,1894,0.476,stanley johnson,2017-18,611,0,97
90,3.5,-0.4,105,389,43.9,0,112,33,83,260,F,No,0,2509,0.573,lamarcus aldridge,2017-18,1222,0,45
57,1.7,1.7,107,187,45.8,1,147,29,79,215,F,No,0,1486,0.512,wesley johnson,2017-18,557,0,71
13,2.3,0.8,111,207,46.8,1,99,21,78,205,G,No,0,1949,0.569,reggie bullock jr,2020-21,701,0,51
18,0.3,-0.8,117,75,45.9,0,115,21,77,209,G,No,0,1332,0.473,gary trent jr,2019-20,407,0,47
16,2,0.3,110,224,46.7,6,122,48,75,190,G,No,0,2210,0.585,cory joseph,2017-18,835,0,82
16,0.9,-0.8,113,146,44.2,0,64,26,80,225,F,No,0,1944,0.585,darius miller,2017-18,625,0,24
12,1.4,-0.4,113,151,49.9,3,50,34,79,205,G,No,0,1879,0.451,reggie bullock jr,2018-19,587,0,37
32,1.3,0.2,107,176,43.3,1,20,13,84,230,C,No,0,1045,0.598,zach collins,2017-18,471,0,19
80,2,0.2,108,365,45.1,1,75,32,82,235,F,No,0,1785,0.293,john collins,2017-18,924,0,44
12,1.4,0,110,127,44.9,2,74,40,79,205,G,No,0,1732,0.476,reggie bullock jr,2017-18,555,0,49
36,2.1,0.1,108,334,46,4,97,43,82,245,F,No,0,1968,0.524,markieff morris,2017-18,802,0,58
24,1.6,-0.6,111,216,45.8,2,119,29,78,235,F,No,0,2090,0.585,jae crowder,2017-18,771,0,64
38,2.7,1.2,105,342,48.6,15,141,29,84,245,F,No,0,1779,0.537,kelly olynyk,2017-18,869,0,60
34,2,0.7,115,139,45.2,6,106,18,77,225,F,No,0,1887,0.585,isaac okoro,2023-24,610,0,54
38,1.5,-0.2,119,456,47.5,0,96,21,81,210,F,No,0,2257,0.183,deni avdija,2023-24,1255,0,60
24,1.4,1,108,161,46.1,2,78,19,81,230,F,No,0,1270,0.585,patrick patterson,2017-18,495,0,47
33,2.5,-0.7,110,302,46.6,4,165,53,77,207,G,No,0,2977,0.524,bradley beal,2017-18,1004,0,98
20,1.3,0,108,201,45.4,3,51,20,80,228,F,No,0,1158,0.585,trevor booker,2017-18,500,0,27
24,2.3,-0.8,111,384,47.5,11,222,60,80,234,F,No,0,2982,0.537,khris middleton,2017-18,982,0,122
8,1.2,1.7,110,116,48.9,7,159,50,74,184,G,No,0,1467,0.573,tyus jones,2017-18,548,0,98
30,2.3,1.6,112,135,47.9,0,104,16,77,225,F,No,0,1652,0.622,isaac okoro,2022-23,551,0,53
30,2.3,0.5,114,413,48.4,0,95,24,81,210,F,No,0,2020,0.427,deni avdija,2022-23,981,0,68
69,3.4,-0.3,105,842,45,1,81,36,83,265,C,No,0,2424,0.512,deandre jordan,2017-18,1218,0,38
58,1.1,1.2,103,110,44.5,0,46,4,84,270,C,No,0,615,0.707,javale mcgee,2017-18,380,0,19
20,1.9,0.7,113,129,43.8,5,92,19,77,225,F,No,0,1981,0.537,isaac okoro,2021-22,669,0,54
84,1.5,0.1,108,244,45.6,0,58,19,83,234,C,No,0,1441,0.341,jarrett allen,2017-18,890,0,28
40,1.8,0.4,113,373,43.5,0,106,15,81,210,F,No,0,1984,0.427,deni avdija,2021-22,999,0,57
17,1.5,1.4,110,73,43.4,3,70,17,76,220,G,No,0,1130,0.583,wesley matthews,2020-21,387,0,41
7,1,-0.5,112,141,45.7,3,109,18,76,198,G,No,0,1686,0.329,jerian grant,2017-18,591,0,66
27,1,-0.9,117,138,52.9,6,110,28,77,225,F,No,0,2173,0.306,isaac okoro,2020-21,873,0,60
96,1.9,0.2,108,220,45.2,0,75,19,84,268,C,No,0,1735,0.427,brook lopez,2017-18,1028,0,30
13,1.2,0.2,107,105,44.8,1,77,16,76,215,F,No,0,1062,0.72,norman powell,2017-18,315,0,33
40,1.4,-0.1,109,254,49.5,14,106,32,83,251,C,No,0,1333,0.573,gorgui dieng,2017-18,697,0,47
21,1.6,0,110,207,47.8,6,164,43,79,203,G,No,0,1864,0.341,caris levert,2017-18,693,0,83
50,3.8,1.4,105,348,46.9,2,205,58,77,220,G,No,0,2551,0.793,james harden,2017-18,979,0,128
18,1,-0.9,113,118,46.8,3,122,46,76,200,G,No,0,2057,0.512,austin rivers,2017-18,656,0,73
6,2.4,0.7,107,144,39.7,6,92,22,76,220,G,No,0,1635,0.767,wesley matthews,2019-20,546,0,39
14,1.5,-0.5,113,138,46.5,7,101,40,77,220,G,No,0,2091,0.585,wesley matthews,2018-19,686,0,55
32,1.9,0.2,109,275,45.3,1,124,41,77,185,G,No,0,1967,0.439,jeremy lamb,2017-18,707,0,63
46,2.5,-1.3,109,386,45.1,0,106,26,80,240,F,No,0,2501,0.585,carmelo anthony,2017-18,915,0,46
19,1.6,0.1,111,170,48,4,123,49,77,220,G,No,0,2131,0.293,wesley matthews,2017-18,608,0,76
14,2.1,0,110,241,44.3,14,190,0,77,220,G,No,0,2495,0.402,wesley matthews,2016-17,740,0,79
14,0.9,-0.3,111,115,46.9,12,95,31,75,185,G,No,0,1340,0.561,devin harris,2017-18,426,0,50
57,2.4,0.3,107,442,47.8,21,61,26,83,240,C,No,0,2075,0.524,marcin gortat,2017-18,1112,0,41
16,1.8,-0.1,109,211,43.5,4,166,17,77,220,G,No,0,2644,0.512,wesley matthews,2015-16,779,0,78
13,2.8,0.7,107,261,49.9,2,193,47,80,215,F,No,0,2269,0.793,trevor ariza,2017-18,625,0,98
62,1.3,-0.3,110,343,44.8,0,52,16,85,250,C,No,0,1395,0.256,alex len,2017-18,820,0,28
12,2.2,1.1,105,184,41.4,0,157,0,77,220,G,No,0,2024,0.622,wesley matthews,2014-15,584,0,78
24,1.5,-0.5,111,252,47,0,151,49,76,214,G,No,0,2024,0.329,buddy hield,2017-18,762,0,88
16,1.9,0.1,110,238,43.8,7,159,17,77,220,G,No,0,2780,0.659,wesley matthews,2013-14,810,0,74
32,2.1,0.4,109,214,44.5,0,77,42,79,220,F,No,0,2034,0.598,evan turner,2017-18,750,0,47
13,1.3,1.5,113,136,42.9,10,78,21,76,230,F,No,0,1031,0.5,jaesean tate,2023-24,406,0,39
32,2.5,-0.4,110,379,46.7,1,123,55,81,235,F,No,0,2668,0.512,tobias harris,2017-18,1103,0,72
99,2.1,2.6,105,349,47,1,79,30,82,250,C,No,0,1387,0.354,kyle oquinn,2017-18,751,0,38
21,2.5,2.4,109,246,44.3,7,143,16,77,210,G,No,0,1494,0.622,john konchar,2022-23,670,0,78
8,1.5,0,111,345,46.5,1,127,53,78,214,F,No,0,2095,0.329,denzel valentine,2017-18,699,0,62
30,1.4,-0.5,118,193,50.1,8,216,32,77,195,G,No,0,2154,0.207,killian hayes,2022-23,875,0,106
16,1.1,-1.1,113,208,47.9,5,143,39,78,220,F,No,0,2350,0.268,dillon brooks,2017-18,932,0,74
39,1.1,-0.5,116,285,45.6,18,117,34,76,230,F,No,0,2056,0.244,jaesean tate,2021-22,897,0,70
22,1.8,1.3,109,242,45.6,2,96,27,77,210,G,No,0,1292,0.683,john konchar,2021-22,531,0,43
33,1.5,0.8,113,174,47.3,2,166,24,77,195,G,No,0,1647,0.28,killian hayes,2021-22,668,0,79
8,2.1,-0.4,109,128,47.3,3,107,42,72,185,G,No,0,2107,0.573,patty mills,2017-18,645,0,57
8,1.6,-0.5,112,181,46.6,0,140,63,76,191,F,No,0,2586,0.585,etwaun moore,2017-18,789,0,82
29,1.6,0,110,218,47.4,5,80,38,79,232,F,No,0,1850,0.439,michael kiddgilchrist,2017-18,744,0,51
22,1.1,-1.5,113,171,46.6,3,111,68,75,175,G,No,0,2026,0.329,deaaron fox,2017-18,753,0,72
8,0.9,-1.9,112,105,46,2,64,30,79,210,G,No,0,1393,0.707,nick young,2017-18,450,0,40
16,3.6,1.3,106,320,46.6,0,189,57,80,226,F,No,0,2578,0.585,joe ingles,2017-18,835,0,89
30,2.5,0.1,112,393,46.7,0,207,42,79,180,G,No,0,2422,0.524,lamelo ball,2021-22,803,0,120
35,1.6,0.3,115,242,46.5,14,151,53,76,230,F,No,0,2043,0.236,jaesean tate,2020-21,759,0,84
16,2,-0.3,108,362,46.1,0,110,34,78,230,G,No,0,1850,0.585,lance stephenson,2017-18,456,0,49
32,1.8,0,112,210,48.3,6,99,31,78,220,F,No,0,1913,0.611,danuel house jr,2019-20,774,0,69
57,1.7,-0.7,112,390,46.4,0,110,53,81,235,F,No,0,2726,0.573,taj gibson,2017-18,1132,0,66
55,2.5,0.6,103,392,46.6,1,61,30,82,245,F,No,0,1471,0.598,ed davis,2017-18,728,0,31
8,2.4,0.3,105,208,47,0,112,0,77,210,G,No,0,2016,0.756,marco belinelli,2013-14,581,0,48
32,2.2,0.8,108,214,45.4,8,123,0,72,175,G,No,0,1955,0.451,ish smith,2016-17,758,0,65
23,1.4,-0.7,112,219,47.7,2,124,53,78,200,G,No,0,2306,0.341,spencer dinwiddie,2017-18,774,0,70
32,0.9,-0.9,111,195,48.4,7,26,14,84,250,C,No,0,1109,0.537,tyler zeller,2017-18,694,0,13
0,0.7,0.1,112,79,47.6,6,51,40,77,219,G,No,0,1050,0.439,treveon graham,2017-18,315,0,30
21,1.4,-0.7,112,185,49.4,7,190,59,74,189,G,No,0,2311,0.573,jeff teague,2017-18,784,0,105
23,4.5,1.5,104,652,48.4,5,266,95,75,200,G,No,0,2914,0.585,russell westbrook,2017-18,794,0,140
8,1.2,-1.4,112,160,46.7,0,88,32,77,194,G,No,0,1888,0.61,jordan clarkson,2017-18,642,0,57
128,3.9,0.1,104,757,47.1,0,128,26,83,265,C,No,0,2463,0.439,dwight howard,2017-18,1248,0,48
47,1,-0.8,111,189,46.9,2,38,22,83,225,F,No,0,1240,0.329,skal labissiere,2017-18,559,0,24
16,2,0.3,109,197,44.3,11,117,61,72,175,G,No,0,2043,0.476,ish smith,2017-18,793,0,66
46,2,0.4,109,358,49.4,1,126,32,79,214,F,No,0,1920,0.341,rondae hollisjefferson,2017-18,779,0,66
25,1.8,0.7,108,245,42.7,0,160,0,74,200,G,No,0,2033,0.39,langston galloway,2015-16,750,0,74
0,1.4,-0.7,106,131,47.6,12,56,0,77,210,F,No,0,1388,0.671,marco belinelli,2014-15,340,0,30
29,0.6,-1.2,114,156,47.4,4,54,31,79,212,G,No,0,1574,0.61,kyle korver,2017-18,610,0,29
8,1.3,-0.6,113,122,43.5,2,63,33,74,200,G,No,0,1745,0.5,langston galloway,2018-19,570,0,40
16,1.3,-0.8,111,131,47.4,0,108,35,77,210,G,No,0,1947,0.634,marco belinelli,2017-18,568,0,63
7,0.6,-0.6,111,130,45.9,0,41,20,81,230,F,No,0,883,0.512,sam dekker,2017-18,333,0,21
30,0.7,-0.8,114,132,46.8,0,96,40,79,221,G,No,0,2053,0.537,tony snell,2017-18,679,0,44
14,1.4,0.1,109,155,46.9,1,63,23,77,200,G,No,0,1463,0.476,luke kennard,2017-18,490,0,43
22,1.3,-1.3,110,262,48.1,1,130,5,72,175,G,No,0,2239,0.122,ish smith,2015-16,817,0,80
7,1.2,-0.5,112,164,45,1,91,0,77,210,G,No,0,1778,0.439,marco belinelli,2016-17,502,0,44
0,0.8,-1.2,114,130,48.5,8,68,37,72,183,G,No,0,1760,0.305,dj augustin,2017-18,569,0,52
7,1,-1.9,113,164,48.9,16,111,54,73,172,G,No,0,2078,0.293,dennis schroder,2017-18,754,0,73
8,1.1,-1.2,114,182,45.4,0,66,18,77,210,G,No,0,1815,0.585,marco belinelli,2018-19,626,0,32
37,0.8,-0.6,110,175,48.1,0,46,11,83,237,C,No,0,943,0.268,deyonta davis,2017-18,424,0,12
15,2.7,0.6,108,327,51.1,6,173,71,77,205,G,No,0,2458,0.427,kentavious caldwellpope,2017-18,838,0,102
7,1.1,-0.7,111,129,41.7,2,107,0,74,200,G,No,0,1495,0.39,langston galloway,2016-17,448,0,43
6,0.7,-1.3,114,169,46.5,2,65,36,75,200,G,No,0,1548,0.354,jarrett jack,2017-18,565,0,37
8,1,-1.1,111,220,42.3,3,77,0,77,215,G,No,0,2502,0.622,arron afflalo,2014-15,730,0,39
13,1,0.6,107,98,44,5,90,0,72,175,G,No,0,1006,0.585,ish smith,2013-14,348,0,46
105,2.2,0.1,108,363,48.7,0,112,16,83,229,C,No,0,1970,0.537,john henson,2017-18,1026,0,45
0,1,-1.6,112,230,48.8,14,53,0,77,215,G,No,0,2552,0.28,arron afflalo,2013-14,693,0,36
14,1.8,0.3,110,141,47.6,0,159,51,74,185,G,No,0,2018,0.585,darren collison,2017-18,633,0,90
7,0.5,-1.4,115,104,51.3,3,140,39,70,160,G,No,0,1658,0.256,tyler ulis,2017-18,559,0,70
8,0.9,-0.9,114,206,51.2,3,122,45,78,225,G,No,0,2244,0.61,jr smith,2017-18,785,0,72
22,1.5,-1.3,110,339,49.2,1,93,26,83,248,F,No,0,1643,0.329,bobby portis,2017-18,589,0,51
43,1.5,-0.8,110,317,47.5,0,99,22,81,235,F,No,0,1653,0.354,michael beasley,2017-18,610,0,36
26,0.9,-0.6,114,115,48.8,4,70,24,72,175,G,No,0,1126,0.427,ish smith,2021-22,391,0,45
49,1.8,-0.4,112,339,49.2,0,144,43,78,190,F,No,0,2683,0.561,will barton,2017-18,790,0,81
7,0.9,-1.6,112,243,44,6,31,4,77,210,G,No,0,2371,0.39,arron afflalo,2015-16,634,0,28
8,1.9,-0.6,110,195,47.2,0,82,35,77,200,G,No,0,2041,0.537,wayne ellington,2017-18,578,0,53
19,1.4,-0.3,111,210,48.9,0,143,57,76,185,G,No,0,1808,0.256,elfrid payton,2017-18,709,0,82
13,0.7,-0.9,116,116,47.4,7,86,36,73,200,G,No,0,1702,0.303,langston galloway,2019-20,551,0,46
7,0.8,-0.8,112,111,47.4,1,47,23,76,210,G,No,0,1119,0.524,jodie meeks,2017-18,350,0,30
50,1.1,-0.4,110,150,50.1,1,66,31,85,223,C,No,0,1238,0.537,thon maker,2017-18,685,0,36
27,0.6,-1,117,189,48.2,6,98,47,72,175,G,No,0,1787,0.347,ish smith,2019-20,678,0,61
29,1.3,-0.2,110,220,49.3,1,76,29,80,230,F,No,0,1562,0.341,dante cunningham,2017-18,667,0,36
12,1.5,-0.9,110,143,49.2,2,64,24,80,206,G,No,0,1616,0.61,rodney hood,2017-18,447,0,48
0,0.3,-1.7,113,107,46.4,9,60,0,77,210,G,No,0,1672,0.402,marco belinelli,2015-16,470,0,34
24,1.6,-1.3,109,445,51.4,11,78,36,82,251,C,No,0,1651,0.61,kevin love,2017-18,775,0,41
6,0.2,-1.5,116,116,50.5,0,34,0,77,210,G,No,0,1580,0.39,arron afflalo,2016-17,442,0,18
13,0.5,-1.1,114,160,48.4,0,39,25,80,210,F,No,0,1506,0.329,justin jackson,2017-18,446,0,27
13,0.5,-1.1,114,160,48.4,0,39,25,80,210,F,No,0,1506,0.329,justin jackson,2017-18,446,0,27
48,1.5,-0.4,119,236,52.9,0,154,32,77,185,G,No,0,2224,0.573,tyrese haliburton,2023-24,730,0,83
16,1.3,-0.8,111,242,49.5,3,42,33,84,242,F,No,0,1835,0.439,frank kaminsky,2017-18,814,0,40
46,1.8,-0.1,115,250,50.6,0,212,41,77,185,G,No,0,2695,0.305,tyrese haliburton,2021-22,927,0,131
8,0.3,-2.5,116,78,52.4,1,74,27,77,185,G,No,0,1653,0.573,jamal crawford,2017-18,334,0,38
6,1.6,0.4,105,173,51.1,1,55,28,78,214,G,No,0,1059,0.585,alec burks,2017-18,264,0,36
28,2.6,0.5,114,272,43.2,5,116,22,77,215,G,No,0,2239,0.585,max strus,2023-24,982,0,62
25,2.9,-0.9,115,382,48.1,3,124,18,76,186,G,No,0,2601,0.5,jalen green,2023-24,828,0,66
106,5.4,3.9,99,501,40.2,13,295,0,79,230,F,Yes,0.868,2471,0.817,draymond green,2016-17,1208,1,152
165,5.1,1.4,102,712,41.3,9,177,0,83,253,F,No,0,2708,0.415,anthony davis,2016-17,1073,0,98
211,6,2.2,99,721,41.8,2,133,0,85,245,C,Yes,0.538,2744,0.622,rudy gobert,2016-17,1281,0,49
67,3.2,1.4,105,344,42.7,3,283,0,81,215,F,Yes,0.008,2119,0.341,robert covington,2016-17,751,0,127
44,3,1.2,108,542,42.2,8,167,0,80,250,F,Yes,0.006,2794,0.622,lebron james,2016-17,851,0,89
26,1.6,0.1,109,231,37.8,6,82,0,81,235,F,No,0,1599,0.622,patrick patterson,2016-17,574,0,39
79,3.1,1.4,106,305,41.8,0,196,0,79,210,F,Yes,0.006,2376,0.573,andre roberson,2016-17,968,0,95
98,4,2.2,101,474,39.7,3,136,0,81,240,F,No,0,2070,0.817,kevin durant,2016-17,789,0,67
69,1.9,0.1,110,216,39.7,1,183,0,81,220,F,No,0,2223,0.5,maurice harkless,2016-17,753,0,85
22,2.5,-0.1,108,367,40.3,4,178,0,78,235,F,No,0,2335,0.646,jae crowder,2016-17,729,0,72
47,2.6,0.2,108,218,39.9,3,214,0,76,205,G,No,0,2190,0.415,jrue holiday,2016-17,805,0,100
16,2.1,-0.4,109,189,40.2,9,99,0,78,205,G,No,0,2154,0.524,tim hardaway jr,2016-17,684,0,55
85,3.7,0.1,104,351,40.9,0,94,0,83,260,F,Yes,0.002,2335,0.744,lamarcus aldridge,2016-17,893,0,43
48,2.9,0.4,112,403,47,0,89,24,80,216,G,No,0,2011,0.695,josh giddey,2023-24,819,0,48
32,2.7,0.6,108,227,43.1,23,234,0,76,220,G,No,0,2399,0.646,marcus smart,2016-17,720,0,126
78,1.8,0.8,108,167,41.1,5,77,0,81,210,F,No,0,1531,0.573,jerami grant,2016-17,538,0,31
31,2.6,0.2,107,377,42.2,12,113,0,81,227,F,No,0,2101,0.524,jamychal green,2016-17,727,0,46
29,2.7,0.8,107,317,43.7,9,215,0,80,221,F,No,0,2237,0.512,thaddeus young,2016-17,838,0,110
47,3,0.1,108,267,42.1,5,304,0,76,210,G,No,0,2836,0.598,john wall,2016-17,738,0,156
84,3.2,1.7,105,310,40.5,4,165,0,81,250,F,No,0,2085,0.5,james johnson,2016-17,818,0,76
54,3,1.9,104,193,42.5,2,179,0,78,215,G,No,0,1807,0.744,danny green,2016-17,680,0,67
25,2.3,-0.3,108,366,44.2,36,158,0,82,235,F,No,0,2142,0.524,ersan ilyasova,2016-17,762,0,57
38,2.9,1.7,105,253,41.8,2,164,0,78,215,G,No,0,1998,0.817,andre iguodala,2016-17,576,0,76
51,4.7,2.2,102,350,44.1,0,251,0,79,230,F,Yes,0.364,2474,0.744,kawhi leonard,2016-17,657,0,131
30,2.7,-0.3,114,451,49,1,105,16,80,216,G,No,0,2367,0.488,josh giddey,2022-23,955,0,61
28,2.1,0.4,108,212,42,3,175,0,80,212,F,No,0,1882,0.622,demarre carroll,2016-17,745,0,78
30,3.8,1.7,106,341,42.4,7,273,0,79,231,F,No,0,2809,0.5,jimmy butler,2016-17,787,0,144
24,1.8,0.7,109,185,41,1,144,0,73,205,G,No,0,1700,0.622,raymond felton,2016-17,580,0,64
7,1.7,0.4,110,154,42.3,8,164,0,74,185,G,No,0,2029,0.402,seth curry,2016-17,603,0,76
16,1.9,-0.9,117,209,49.8,9,88,18,77,215,G,No,0,2272,0.537,max strus,2022-23,910,0,40
15,0.5,-2.6,122,241,47.9,0,93,19,76,186,G,No,0,2602,0.268,jalen green,2022-23,873,0,61
162,5.3,0.5,100,795,45.9,1,117,0,84,265,C,Yes,0.006,2513,0.5,hassan whiteside,2016-17,999,0,54
20,1.5,0.6,109,113,42,7,109,0,78,213,G,No,0,1474,0.524,andrew harrison,2016-17,476,0,48
32,1.8,1.3,109,126,41.9,2,155,0,80,230,F,No,0,1787,0.622,luc mbah a moute,2016-17,704,0,80
14,1.7,-0.4,112,178,45.3,15,57,18,77,215,G,No,0,1587,0.646,max strus,2021-22,629,0,27
